"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002EA","B08201_002M","B08201_002MA","B08201_003E","B08201_003M","B08201_003MA","B08201_003EA","B08201_004E","B08201_004M","B08201_004MA","B08201_004EA","B08201_005E","B08201_005M","B08201_005MA","B08201_005EA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012EA","B08201_012M","B08201_012MA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014M","B08201_014MA","B08201_014EA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016M","B08201_016MA","B08201_016EA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022M","B08201_022MA","B08201_022EA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027M","B08201_027MA","B08201_027EA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53057951200","Census Tract 9512, Skagit County, Washington","1305","null","99","null","29","null","27","null","295","98","null","null","378","119","null","null","377","93","null","null","226","null","79","null","353","null","106","null","20","22","null","null","205","null","91","null","93","66","null","null","35","null","44","null","0","null","12","null","514","101","null","null","0","12","null","null","63","38","null","null","166","68","null","null","241","75","null","null","44","null","31","null","179","null","70","null","0","null","12","null","9","15","null","null","44","34","null","null","59","null","38","null","67","null","50","null","259","76","null","null","9","14","null","null","18","19","null","null","75","null","45","null","42","null","30","null","115","66","null","null",
"1400000US53057951300","Census Tract 9513, Skagit County, Washington","755","null","53","null","0","null","12","null","118","48","null","null","408","66","null","null","128","44","null","null","101","null","40","null","176","null","60","null","0","12","null","null","85","null","44","null","75","42","null","null","12","null","19","null","4","null","6","null","282","58","null","null","0","12","null","null","24","18","null","null","182","52","null","null","36","22","null","null","40","null","19","null","136","null","54","null","0","null","12","null","4","6","null","null","89","49","null","null","31","null","23","null","12","null","10","null","161","44","null","null","0","12","null","null","5","7","null","null","62","null","34","null","49","null","28","null","45","32","null","null",
"1400000US53057951400","Census Tract 9514, Skagit County, Washington","1452","null","113","null","101","null","65","null","400","108","null","null","555","104","null","null","216","93","null","null","180","null","82","null","410","null","107","null","68","51","null","null","261","null","96","null","47","33","null","null","34","null","44","null","0","null","12","null","386","104","null","null","26","36","null","null","73","59","null","null","198","69","null","null","52","43","null","null","37","null","30","null","231","null","79","null","0","null","12","null","24","29","null","null","99","52","null","null","43","null","45","null","65","null","43","null","425","90","null","null","7","14","null","null","42","49","null","null","211","null","75","null","87","null","56","null","78","63","null","null",
"1400000US53057951500","Census Tract 9515, Skagit County, Washington","3555","null","254","null","131","null","66","null","879","240","null","null","1353","235","null","null","557","172","null","null","635","null","160","null","764","null","174","null","114","60","null","null","494","null","158","null","156","73","null","null","0","null","19","null","0","null","19","null","1151","241","null","null","17","28","null","null","253","137","null","null","536","169","null","null","176","83","null","null","169","null","106","null","602","null","178","null","0","null","19","null","31","36","null","null","192","114","null","null","175","null","106","null","204","null","104","null","1038","220","null","null","0","19","null","null","101","88","null","null","469","null","159","null","206","null","107","null","262","130","null","null",
"1400000US53057951600","Census Tract 9516, Skagit County, Washington","1665","null","92","null","69","null","38","null","329","116","null","null","766","133","null","null","246","84","null","null","255","null","79","null","255","null","93","null","59","34","null","null","112","null","54","null","64","48","null","null","20","null","24","null","0","null","12","null","610","128","null","null","10","16","null","null","45","36","null","null","427","119","null","null","62","30","null","null","66","null","39","null","303","null","117","null","0","null","12","null","97","87","null","null","83","59","null","null","59","null","49","null","64","null","57","null","497","87","null","null","0","12","null","null","75","63","null","null","192","null","84","null","105","null","70","null","125","62","null","null",
"1400000US53057951700","Census Tract 9517, Skagit County, Washington","1613","null","159","null","29","null","32","null","522","148","null","null","524","156","null","null","427","117","null","null","111","null","64","null","534","null","135","null","14","23","null","null","374","null","129","null","99","76","null","null","47","null","36","null","0","null","12","null","497","122","null","null","0","12","null","null","148","92","null","null","179","81","null","null","145","87","null","null","25","null","27","null","278","null","105","null","15","null","22","null","0","12","null","null","100","77","null","null","125","null","61","null","38","null","35","null","304","91","null","null","0","12","null","null","0","12","null","null","146","null","59","null","110","null","89","null","48","47","null","null",
"1400000US53057951800","Census Tract 9518, Skagit County, Washington","2076","null","146","null","155","null","72","null","873","151","null","null","654","149","null","null","265","96","null","null","129","null","65","null","709","null","152","null","125","64","null","null","491","null","127","null","71","57","null","null","22","null","27","null","0","null","17","null","760","151","null","null","30","31","null","null","240","125","null","null","367","124","null","null","113","70","null","null","10","null","16","null","81","null","49","null","0","null","17","null","14","21","null","null","11","16","null","null","0","null","17","null","56","null","35","null","526","88","null","null","0","17","null","null","128","81","null","null","205","null","83","null","130","null","80","null","63","51","null","null",
"1400000US53057951900","Census Tract 9519, Skagit County, Washington","1428","null","75","null","9","null","14","null","275","101","null","null","489","110","null","null","403","98","null","null","252","null","70","null","347","null","91","null","9","14","null","null","231","null","85","null","71","50","null","null","36","null","30","null","0","null","12","null","574","69","null","null","0","12","null","null","15","19","null","null","232","67","null","null","196","62","null","null","131","null","60","null","207","null","62","null","0","null","12","null","29","35","null","null","48","37","null","null","96","null","48","null","34","null","27","null","300","64","null","null","0","12","null","null","0","12","null","null","138","null","61","null","75","null","48","null","87","48","null","null",
"1400000US53057952100","Census Tract 9521, Skagit County, Washington","1402","null","83","null","87","null","35","null","245","60","null","null","491","96","null","null","331","88","null","null","248","null","76","null","367","null","81","null","87","35","null","null","158","null","54","null","92","50","null","null","19","null","20","null","11","null","17","null","589","105","null","null","0","12","null","null","80","40","null","null","241","69","null","null","170","84","null","null","98","null","50","null","184","null","66","null","0","null","12","null","2","4","null","null","57","43","null","null","89","null","45","null","36","null","27","null","262","70","null","null","0","12","null","null","5","9","null","null","101","null","49","null","53","null","38","null","103","60","null","null",
"1400000US53057952200","Census Tract 9522, Skagit County, Washington","1666","null","90","null","238","null","91","null","626","129","null","null","471","121","null","null","226","92","null","null","105","null","68","null","509","null","92","null","159","76","null","null","330","null","78","null","20","22","null","null","0","null","12","null","0","null","12","null","447","104","null","null","79","62","null","null","123","49","null","null","180","75","null","null","53","36","null","null","12","null","15","null","308","null","106","null","0","null","12","null","96","74","null","null","115","58","null","null","81","null","74","null","16","null","23","null","402","124","null","null","0","12","null","null","77","61","null","null","156","null","92","null","92","null","57","null","77","61","null","null",
"1400000US53057952301","Census Tract 9523.01, Skagit County, Washington","1555","null","92","null","64","null","47","null","559","131","null","null","530","124","null","null","277","109","null","null","125","null","71","null","388","null","78","null","33","33","null","null","276","null","76","null","71","48","null","null","8","null","13","null","0","null","12","null","393","102","null","null","5","8","null","null","125","62","null","null","220","87","null","null","30","25","null","null","13","null","15","null","193","null","72","null","18","null","28","null","31","26","null","null","45","36","null","null","73","null","55","null","26","null","38","null","581","94","null","null","8","13","null","null","127","81","null","null","194","null","94","null","166","null","83","null","86","69","null","null",
"1400000US53057952302","Census Tract 9523.02, Skagit County, Washington","3248","null","185","null","201","null","119","null","791","197","null","null","1380","226","null","null","506","182","null","null","370","null","121","null","637","null","171","null","124","77","null","null","421","null","139","null","73","65","null","null","19","null","31","null","0","null","17","null","1002","183","null","null","26","39","null","null","116","90","null","null","567","151","null","null","203","100","null","null","90","null","63","null","425","null","165","null","51","null","80","null","42","45","null","null","236","103","null","null","30","null","32","null","66","null","52","null","1184","179","null","null","0","17","null","null","212","138","null","null","504","null","169","null","254","null","137","null","214","96","null","null",
"1400000US53057952401","Census Tract 9524.01, Skagit County, Washington","1167","null","71","null","72","null","65","null","380","88","null","null","413","88","null","null","235","93","null","null","67","null","45","null","329","null","98","null","26","25","null","null","192","null","68","null","69","45","null","null","42","null","65","null","0","null","12","null","401","95","null","null","46","61","null","null","106","69","null","null","133","57","null","null","92","45","null","null","24","null","28","null","211","null","84","null","0","null","12","null","47","43","null","null","134","63","null","null","30","null","29","null","0","null","12","null","226","61","null","null","0","12","null","null","35","34","null","null","77","null","40","null","71","null","53","null","43","32","null","null",
"1400000US53057952402","Census Tract 9524.02, Skagit County, Washington","2935","null","168","null","123","null","94","null","991","182","null","null","1103","207","null","null","461","146","null","null","257","null","106","null","588","null","163","null","83","90","null","null","436","null","140","null","57","46","null","null","12","null","20","null","0","null","17","null","1342","189","null","null","13","21","null","null","395","130","null","null","705","169","null","null","196","97","null","null","33","null","39","null","237","null","103","null","0","null","17","null","48","51","null","null","71","59","null","null","80","null","61","null","38","null","34","null","768","130","null","null","27","37","null","null","112","93","null","null","270","null","108","null","173","null","98","null","186","100","null","null",
"1400000US53057952500","Census Tract 9525, Skagit County, Washington","1130","null","127","null","82","null","65","null","342","87","null","null","432","115","null","null","198","98","null","null","76","null","40","null","366","null","107","null","37","32","null","null","271","null","81","null","49","44","null","null","0","null","12","null","9","null","15","null","354","113","null","null","45","60","null","null","63","41","null","null","188","83","null","null","49","37","null","null","9","null","16","null","176","null","72","null","0","null","12","null","8","12","null","null","99","66","null","null","43","null","43","null","26","null","26","null","234","75","null","null","0","12","null","null","0","12","null","null","96","null","55","null","106","null","79","null","32","33","null","null",
"1400000US53057952600","Census Tract 9526, Skagit County, Washington","1507","null","63","null","42","null","44","null","330","97","null","null","563","106","null","null","379","100","null","null","193","null","70","null","443","null","102","null","33","42","null","null","233","null","89","null","143","65","null","null","34","null","42","null","0","null","12","null","504","86","null","null","0","12","null","null","60","43","null","null","208","64","null","null","137","53","null","null","99","null","52","null","204","null","78","null","0","null","12","null","15","17","null","null","57","48","null","null","101","null","53","null","31","null","31","null","356","73","null","null","9","12","null","null","22","25","null","null","155","null","55","null","107","null","61","null","63","44","null","null",
"1400000US53057952700","Census Tract 9527, Skagit County, Washington","1324","null","71","null","10","null","10","null","242","75","null","null","522","81","null","null","313","66","null","null","237","null","58","null","246","null","59","null","5","7","null","null","153","null","53","null","54","24","null","null","14","null","12","null","20","null","19","null","580","68","null","null","5","7","null","null","23","19","null","null","289","61","null","null","165","50","null","null","98","null","45","null","204","null","58","null","0","null","12","null","31","29","null","null","38","27","null","null","83","null","33","null","52","null","32","null","294","47","null","null","0","12","null","null","35","38","null","null","141","null","43","null","51","null","27","null","67","27","null","null",
"1400000US53057990100","Census Tract 9901, Skagit County, Washington","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US53059950100","Census Tract 9501, Skamania County, Washington","57","null","25","null","0","null","12","null","22","21","null","null","16","16","null","null","3","6","null","null","16","null","20","null","11","null","17","null","0","12","null","null","11","null","17","null","0","12","null","null","0","null","12","null","0","null","12","null","17","12","null","null","0","12","null","null","10","10","null","null","4","6","null","null","3","6","null","null","0","null","12","null","13","null","20","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","13","null","20","null","16","14","null","null","0","12","null","null","1","3","null","null","12","null","14","null","0","null","12","null","3","3","null","null",
"1400000US53059950200","Census Tract 9502, Skamania County, Washington","1884","null","95","null","52","null","31","null","378","81","null","null","784","108","null","null","465","91","null","null","205","null","62","null","417","null","86","null","45","30","null","null","231","null","66","null","88","39","null","null","49","null","27","null","4","null","5","null","894","120","null","null","0","12","null","null","93","44","null","null","521","100","null","null","211","71","null","null","69","null","32","null","225","null","70","null","5","null","5","null","40","40","null","null","44","30","null","null","77","null","37","null","59","null","42","null","348","78","null","null","2","3","null","null","14","14","null","null","131","null","63","null","128","null","46","null","73","35","null","null",
"1400000US53059950300","Census Tract 9503, Skamania County, Washington","845","null","74","null","94","null","32","null","295","51","null","null","264","52","null","null","95","35","null","null","97","null","36","null","344","null","66","null","87","31","null","null","187","null","46","null","55","29","null","null","8","null","9","null","7","null","12","null","254","59","null","null","7","12","null","null","62","25","null","null","148","43","null","null","21","21","null","null","16","null","12","null","152","null","46","null","0","null","12","null","38","23","null","null","51","32","null","null","29","null","18","null","34","null","25","null","95","40","null","null","0","12","null","null","8","10","null","null","10","null","10","null","37","null","24","null","40","34","null","null",
"1400000US53059950400","Census Tract 9504, Skamania County, Washington","913","null","78","null","49","null","32","null","254","73","null","null","303","58","null","null","195","40","null","null","112","null","41","null","241","null","66","null","9","9","null","null","167","null","64","null","48","24","null","null","15","null","13","null","2","null","3","null","469","76","null","null","32","30","null","null","68","35","null","null","186","56","null","null","125","37","null","null","58","null","36","null","69","null","29","null","2","null","3","null","5","6","null","null","32","26","null","null","20","null","15","null","10","null","8","null","134","37","null","null","6","9","null","null","14","22","null","null","37","null","19","null","35","null","25","null","42","21","null","null",
"1400000US53059950500","Census Tract 9505, Skamania County, Washington","1014","null","96","null","62","null","38","null","308","97","null","null","366","90","null","null","122","51","null","null","156","null","49","null","260","null","91","null","33","29","null","null","180","null","88","null","40","34","null","null","0","null","12","null","7","null","11","null","378","85","null","null","10","15","null","null","51","35","null","null","227","85","null","null","40","26","null","null","50","null","35","null","136","null","67","null","0","null","12","null","45","47","null","null","21","23","null","null","53","null","39","null","17","null","26","null","240","67","null","null","19","18","null","null","32","36","null","null","78","null","38","null","29","null","30","null","82","48","null","null",
"1400000US53061040100","Census Tract 401, Snohomish County, Washington","1646","null","91","null","75","null","54","null","516","96","null","null","615","118","null","null","323","87","null","null","117","null","51","null","575","null","107","null","59","51","null","null","384","null","89","null","112","61","null","null","20","null","21","null","0","null","12","null","628","104","null","null","16","20","null","null","110","51","null","null","346","96","null","null","136","52","null","null","20","null","21","null","88","null","45","null","0","null","12","null","11","16","null","null","18","20","null","null","18","null","21","null","41","null","33","null","355","79","null","null","0","12","null","null","11","19","null","null","139","null","45","null","149","null","60","null","56","32","null","null",
"1400000US53061040200","Census Tract 402, Snohomish County, Washington","2487","null","153","null","742","null","165","null","852","179","null","null","666","196","null","null","170","85","null","null","57","null","72","null","1084","null","197","null","453","115","null","null","439","null","136","null","117","104","null","null","75","null","75","null","0","null","17","null","694","174","null","null","182","97","null","null","191","91","null","null","294","110","null","null","27","32","null","null","0","null","17","null","287","null","111","null","86","null","85","null","116","99","null","null","61","45","null","null","24","null","38","null","0","null","17","null","422","135","null","null","21","33","null","null","106","73","null","null","194","null","101","null","44","null","53","null","57","72","null","null",
"1400000US53061040300","Census Tract 403, Snohomish County, Washington","1363","null","73","null","234","null","87","null","397","95","null","null","445","86","null","null","223","87","null","null","64","null","43","null","569","null","101","null","200","76","null","null","247","null","80","null","122","59","null","null","0","null","12","null","0","null","12","null","336","84","null","null","0","12","null","null","87","45","null","null","211","77","null","null","31","27","null","null","7","null","11","null","248","null","87","null","0","null","12","null","4","9","null","null","86","55","null","null","147","null","74","null","11","null","17","null","210","63","null","null","34","38","null","null","59","57","null","null","26","null","25","null","45","null","34","null","46","38","null","null",
"1400000US53061040400","Census Tract 404, Snohomish County, Washington","1908","null","107","null","237","null","87","null","766","117","null","null","672","135","null","null","158","65","null","null","75","null","51","null","858","null","114","null","145","77","null","null","609","null","105","null","93","51","null","null","0","null","12","null","11","null","15","null","569","142","null","null","82","58","null","null","136","77","null","null","279","97","null","null","60","54","null","null","12","null","19","null","236","null","77","null","10","null","15","null","11","14","null","null","139","72","null","null","54","null","44","null","22","null","24","null","245","77","null","null","0","12","null","null","10","17","null","null","161","null","91","null","44","null","34","null","30","35","null","null",
"1400000US53061040500","Census Tract 405, Snohomish County, Washington","911","null","60","null","78","null","39","null","264","64","null","null","367","74","null","null","118","41","null","null","84","null","36","null","251","null","56","null","45","28","null","null","152","null","44","null","40","27","null","null","4","null","7","null","10","null","11","null","344","60","null","null","33","26","null","null","65","36","null","null","172","45","null","null","45","28","null","null","29","null","19","null","157","null","48","null","0","null","12","null","30","22","null","null","84","33","null","null","29","null","27","null","14","null","14","null","159","46","null","null","0","12","null","null","17","14","null","null","71","null","32","null","40","null","24","null","31","25","null","null",
"1400000US53061040700","Census Tract 407, Snohomish County, Washington","1833","null","111","null","583","null","108","null","808","135","null","null","322","81","null","null","120","62","null","null","0","null","12","null","1094","null","123","null","468","101","null","null","546","null","116","null","62","43","null","null","18","null","19","null","0","null","12","null","418","84","null","null","84","51","null","null","142","57","null","null","156","60","null","null","36","28","null","null","0","null","12","null","213","null","81","null","31","null","37","null","87","48","null","null","47","34","null","null","48","null","42","null","0","null","12","null","108","48","null","null","0","12","null","null","33","28","null","null","57","null","38","null","18","null","23","null","0","12","null","null",
"1400000US53061040800","Census Tract 408, Snohomish County, Washington","1358","null","111","null","219","null","83","null","734","126","null","null","300","97","null","null","55","31","null","null","50","null","35","null","714","null","128","null","147","68","null","null","528","null","119","null","39","28","null","null","0","null","12","null","0","null","12","null","426","100","null","null","48","50","null","null","159","73","null","null","169","82","null","null","39","30","null","null","11","null","17","null","146","null","60","null","13","null","16","null","37","41","null","null","72","41","null","null","16","null","18","null","8","null","13","null","72","36","null","null","11","17","null","null","10","16","null","null","20","null","14","null","0","null","12","null","31","29","null","null",
"1400000US53061040900","Census Tract 409, Snohomish County, Washington","1234","null","40","null","83","null","52","null","335","83","null","null","507","102","null","null","237","75","null","null","72","null","41","null","305","null","83","null","69","52","null","null","202","null","71","null","34","32","null","null","0","null","12","null","0","null","12","null","508","93","null","null","10","16","null","null","71","36","null","null","266","79","null","null","155","57","null","null","6","null","10","null","203","null","86","null","4","null","7","null","40","40","null","null","101","61","null","null","50","null","35","null","8","null","13","null","218","77","null","null","0","12","null","null","22","26","null","null","106","null","64","null","32","null","23","null","58","36","null","null",
"1400000US53061041000","Census Tract 410, Snohomish County, Washington","2366","null","150","null","242","null","95","null","981","204","null","null","725","170","null","null","286","112","null","null","132","null","84","null","838","null","171","null","148","68","null","null","558","null","144","null","92","62","null","null","40","null","38","null","0","null","17","null","820","184","null","null","44","42","null","null","248","112","null","null","369","146","null","null","103","65","null","null","56","null","67","null","262","null","138","null","11","null","18","null","80","88","null","null","83","65","null","null","78","null","64","null","10","null","18","null","446","139","null","null","39","65","null","null","95","70","null","null","181","null","106","null","65","null","71","null","66","54","null","null",
"1400000US53061041100","Census Tract 411, Snohomish County, Washington","1835","null","106","null","153","null","82","null","635","110","null","null","608","125","null","null","286","80","null","null","153","null","71","null","567","null","104","null","55","52","null","null","384","null","80","null","76","62","null","null","16","null","17","null","36","null","40","null","587","120","null","null","45","55","null","null","94","43","null","null","325","86","null","null","93","44","null","null","30","null","24","null","277","null","92","null","38","null","46","null","62","48","null","null","45","40","null","null","85","null","52","null","47","null","48","null","404","80","null","null","15","21","null","null","95","67","null","null","162","null","69","null","92","null","48","null","40","31","null","null",
"1400000US53061041201","Census Tract 412.01, Snohomish County, Washington","1153","null","71","null","55","null","37","null","162","79","null","null","601","122","null","null","242","81","null","null","93","null","49","null","202","null","69","null","55","37","null","null","86","null","48","null","53","35","null","null","0","null","12","null","8","null","12","null","339","86","null","null","0","12","null","null","43","65","null","null","234","78","null","null","62","53","null","null","0","null","12","null","260","null","89","null","0","null","12","null","33","39","null","null","128","66","null","null","71","null","62","null","28","null","27","null","352","72","null","null","0","12","null","null","0","12","null","null","186","null","60","null","109","null","50","null","57","34","null","null",
"1400000US53061041202","Census Tract 412.02, Snohomish County, Washington","2236","null","143","null","225","null","120","null","728","165","null","null","685","138","null","null","410","118","null","null","188","null","86","null","627","null","155","null","182","121","null","null","314","null","104","null","102","76","null","null","29","null","31","null","0","null","17","null","836","164","null","null","43","48","null","null","265","124","null","null","383","128","null","null","116","77","null","null","29","null","32","null","291","null","101","null","0","null","17","null","37","41","null","null","77","66","null","null","82","null","64","null","95","null","65","null","482","106","null","null","0","17","null","null","112","88","null","null","123","null","55","null","183","null","90","null","64","50","null","null",
"1400000US53061041301","Census Tract 413.01, Snohomish County, Washington","2120","null","117","null","24","null","38","null","586","149","null","null","1099","148","null","null","271","97","null","null","140","null","71","null","449","null","134","null","0","17","null","null","389","null","123","null","34","38","null","null","26","null","32","null","0","null","17","null","786","170","null","null","0","17","null","null","129","97","null","null","553","128","null","null","63","43","null","null","41","null","37","null","438","null","136","null","24","null","38","null","32","38","null","null","282","115","null","null","55","null","50","null","45","null","35","null","447","124","null","null","0","17","null","null","36","46","null","null","230","null","108","null","127","null","69","null","54","49","null","null",
"1400000US53061041303","Census Tract 413.03, Snohomish County, Washington","1784","null","100","null","68","null","42","null","555","124","null","null","755","126","null","null","325","102","null","null","81","null","47","null","494","null","124","null","20","22","null","null","424","null","120","null","31","29","null","null","19","null","21","null","0","null","12","null","713","127","null","null","38","31","null","null","98","72","null","null","448","95","null","null","107","62","null","null","22","null","21","null","249","null","79","null","10","null","17","null","33","30","null","null","104","47","null","null","83","null","55","null","19","null","22","null","328","95","null","null","0","12","null","null","0","12","null","null","172","null","94","null","116","null","57","null","40","38","null","null",
"1400000US53061041304","Census Tract 413.04, Snohomish County, Washington","1079","null","63","null","28","null","27","null","173","54","null","null","403","80","null","null","275","61","null","null","200","null","67","null","183","null","56","null","28","27","null","null","111","null","43","null","27","27","null","null","17","null","18","null","0","null","12","null","419","82","null","null","0","12","null","null","52","32","null","null","229","62","null","null","72","42","null","null","66","null","47","null","214","null","74","null","0","null","12","null","10","18","null","null","83","54","null","null","59","null","37","null","62","null","37","null","263","49","null","null","0","12","null","null","0","12","null","null","64","null","40","null","127","null","44","null","72","44","null","null",
"1400000US53061041400","Census Tract 414, Snohomish County, Washington","2075","null","167","null","260","null","117","null","484","185","null","null","668","185","null","null","415","166","null","null","248","null","110","null","604","null","170","null","135","92","null","null","237","null","148","null","131","66","null","null","57","null","73","null","44","null","42","null","684","195","null","null","113","118","null","null","205","143","null","null","285","118","null","null","49","44","null","null","32","null","38","null","305","null","138","null","12","null","21","null","0","17","null","null","171","109","null","null","115","null","69","null","7","null","16","null","482","132","null","null","0","17","null","null","42","48","null","null","81","null","62","null","194","null","111","null","165","90","null","null",
"1400000US53061041500","Census Tract 415, Snohomish County, Washington","483","null","70","null","9","null","13","null","134","47","null","null","146","49","null","null","113","44","null","null","81","null","40","null","115","null","46","null","5","9","null","null","88","null","40","null","10","12","null","null","6","null","9","null","6","null","10","null","196","53","null","null","0","12","null","null","29","19","null","null","87","41","null","null","71","33","null","null","9","null","11","null","102","null","46","null","4","null","8","null","17","17","null","null","41","27","null","null","35","null","28","null","5","null","7","null","70","39","null","null","0","12","null","null","0","12","null","null","8","null","15","null","1","null","6","null","61","38","null","null",
"1400000US53061041601","Census Tract 416.01, Snohomish County, Washington","2129","null","94","null","56","null","56","null","393","95","null","null","923","157","null","null","494","115","null","null","263","null","104","null","416","null","123","null","43","54","null","null","241","null","84","null","105","67","null","null","27","null","26","null","0","null","17","null","744","141","null","null","0","17","null","null","105","54","null","null","407","107","null","null","184","83","null","null","48","null","52","null","418","null","119","null","13","null","20","null","23","26","null","null","156","110","null","null","122","null","62","null","104","null","64","null","551","112","null","null","0","17","null","null","24","23","null","null","255","null","81","null","161","null","69","null","111","58","null","null",
"1400000US53061041605","Census Tract 416.05, Snohomish County, Washington","2148","null","76","null","13","null","22","null","416","121","null","null","1019","193","null","null","520","148","null","null","180","null","116","null","258","null","98","null","13","22","null","null","191","null","84","null","54","54","null","null","0","null","17","null","0","null","17","null","788","127","null","null","0","17","null","null","147","80","null","null","411","134","null","null","206","92","null","null","24","null","30","null","421","null","134","null","0","null","17","null","21","36","null","null","292","127","null","null","63","null","64","null","45","null","56","null","681","145","null","null","0","17","null","null","57","57","null","null","262","null","97","null","251","null","116","null","111","92","null","null",
"1400000US53061041606","Census Tract 416.06, Snohomish County, Washington","1980","null","99","null","170","null","91","null","578","125","null","null","729","142","null","null","266","88","null","null","237","null","78","null","488","null","134","null","94","71","null","null","264","null","85","null","110","79","null","null","20","null","21","null","0","null","17","null","682","118","null","null","15","16","null","null","149","61","null","null","376","105","null","null","106","71","null","null","36","null","28","null","318","null","109","null","19","null","23","null","143","86","null","null","86","58","null","null","25","null","27","null","45","null","33","null","492","111","null","null","42","57","null","null","22","19","null","null","157","null","56","null","115","null","47","null","156","72","null","null",
"1400000US53061041607","Census Tract 416.07, Snohomish County, Washington","1280","null","66","null","27","null","24","null","136","58","null","null","550","104","null","null","338","78","null","null","229","null","73","null","101","null","47","null","9","14","null","null","61","null","39","null","21","21","null","null","10","null","14","null","0","null","12","null","486","87","null","null","0","12","null","null","47","36","null","null","290","88","null","null","97","55","null","null","52","null","40","null","231","null","69","null","0","null","12","null","28","24","null","null","105","54","null","null","77","null","41","null","21","null","23","null","462","70","null","null","18","20","null","null","0","12","null","null","134","null","50","null","154","null","53","null","156","59","null","null",
"1400000US53061041608","Census Tract 416.08, Snohomish County, Washington","2276","null","64","null","26","null","32","null","410","127","null","null","903","187","null","null","594","151","null","null","343","null","116","null","361","null","130","null","14","23","null","null","228","null","110","null","79","50","null","null","0","null","17","null","40","null","60","null","640","130","null","null","0","17","null","null","87","51","null","null","362","123","null","null","150","76","null","null","41","null","38","null","543","null","151","null","0","null","17","null","59","49","null","null","219","94","null","null","165","null","91","null","100","null","65","null","732","88","null","null","12","20","null","null","36","39","null","null","243","null","122","null","279","null","120","null","162","76","null","null",
"1400000US53061041701","Census Tract 417.01, Snohomish County, Washington","2451","null","107","null","339","null","115","null","844","247","null","null","985","214","null","null","224","119","null","null","59","null","74","null","762","null","174","null","307","122","null","null","421","null","145","null","34","40","null","null","0","null","17","null","0","null","17","null","882","163","null","null","32","38","null","null","154","79","null","null","550","132","null","null","87","88","null","null","59","null","74","null","319","null","111","null","0","null","17","null","77","79","null","null","192","99","null","null","50","null","46","null","0","null","17","null","488","126","null","null","0","17","null","null","192","135","null","null","209","null","130","null","87","null","61","null","0","17","null","null",
"1400000US53061041703","Census Tract 417.03, Snohomish County, Washington","2003","null","105","null","34","null","28","null","501","110","null","null","935","141","null","null","406","85","null","null","127","null","52","null","248","null","75","null","0","17","null","null","128","null","56","null","110","60","null","null","10","null","15","null","0","null","17","null","839","144","null","null","16","19","null","null","186","90","null","null","476","117","null","null","133","59","null","null","28","null","27","null","347","null","114","null","9","null","13","null","59","61","null","null","159","78","null","null","104","null","54","null","16","null","18","null","569","96","null","null","9","16","null","null","128","78","null","null","190","null","81","null","159","null","80","null","83","47","null","null",
"1400000US53061041704","Census Tract 417.04, Snohomish County, Washington","2249","null","142","null","0","null","17","null","909","221","null","null","938","204","null","null","347","135","null","null","55","null","58","null","533","null","154","null","0","17","null","null","432","null","137","null","73","62","null","null","28","null","45","null","0","null","17","null","929","184","null","null","0","17","null","null","283","114","null","null","501","165","null","null","128","106","null","null","17","null","27","null","377","null","161","null","0","null","17","null","77","68","null","null","154","106","null","null","122","null","126","null","24","null","47","null","410","95","null","null","0","17","null","null","117","89","null","null","210","null","121","null","69","null","64","null","14","24","null","null",
