"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006M","B08201_006MA","B08201_006EA","B08201_007E","B08201_007M","B08201_007MA","B08201_007EA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011M","B08201_011MA","B08201_011EA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019M","B08201_019MA","B08201_019EA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023M","B08201_023MA","B08201_023EA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53053062600","Census Tract 626, Pierce County, Washington","1389","null","114","null","207","92","null","null","651","null","133","null","401","null","99","null","115","null","59","null","15","16","null","null","567","122","null","null","160","79","null","null","302","null","95","null","99","63","null","null","6","11","null","null","0","12","null","null","379","112","null","null","47","null","48","null","169","86","null","null","147","null","60","null","13","null","17","null","3","5","null","null","273","80","null","null","0","12","null","null","116","75","null","null","84","null","42","null","61","48","null","null","12","16","null","null","170","83","null","null","0","12","null","null","64","null","64","null","71","null","47","null","35","31","null","null","0","12","null","null",
"1400000US53053062801","Census Tract 628.01, Pierce County, Washington","2727","null","168","null","402","155","null","null","1292","null","201","null","756","null","199","null","226","null","109","null","51","46","null","null","1044","200","null","null","334","142","null","null","619","null","154","null","59","51","null","null","32","51","null","null","0","17","null","null","764","185","null","null","11","null","21","null","323","119","null","null","397","null","148","null","33","null","35","null","0","17","null","null","507","165","null","null","45","46","null","null","268","142","null","null","133","null","94","null","61","46","null","null","0","17","null","null","412","139","null","null","12","20","null","null","82","null","77","null","167","null","111","null","100","87","null","null","51","46","null","null",
"1400000US53053062802","Census Tract 628.02, Pierce County, Washington","1421","null","117","null","53","38","null","null","339","null","90","null","663","null","111","null","241","null","90","null","125","71","null","null","296","88","null","null","23","23","null","null","158","null","65","null","89","49","null","null","16","20","null","null","10","14","null","null","410","111","null","null","9","null","14","null","98","55","null","null","224","null","96","null","79","null","43","null","0","12","null","null","287","90","null","null","0","12","null","null","18","23","null","null","195","null","83","null","64","53","null","null","10","16","null","null","428","113","null","null","21","25","null","null","65","null","53","null","155","null","75","null","82","56","null","null","105","69","null","null",
"1400000US53053062900","Census Tract 629, Pierce County, Washington","2926","null","157","null","206","100","null","null","1255","null","221","null","884","null","186","null","455","null","145","null","126","89","null","null","975","225","null","null","103","72","null","null","765","null","218","null","72","71","null","null","35","33","null","null","0","17","null","null","1021","192","null","null","48","null","59","null","310","128","null","null","491","null","164","null","172","null","79","null","0","17","null","null","482","143","null","null","44","53","null","null","137","77","null","null","186","null","105","null","92","65","null","null","23","28","null","null","448","98","null","null","11","17","null","null","43","null","49","null","135","null","62","null","156","85","null","null","103","80","null","null",
"1400000US53053063000","Census Tract 630, Pierce County, Washington","1106","null","91","null","17","20","null","null","413","null","114","null","435","null","120","null","143","null","73","null","98","60","null","null","241","75","null","null","8","14","null","null","204","null","73","null","21","24","null","null","8","13","null","null","0","12","null","null","431","116","null","null","9","null","14","null","57","36","null","null","263","null","98","null","67","null","61","null","35","45","null","null","177","86","null","null","0","12","null","null","63","53","null","null","76","null","55","null","30","28","null","null","8","14","null","null","257","71","null","null","0","12","null","null","89","null","63","null","75","null","39","null","38","31","null","null","55","47","null","null",
"1400000US53053063100","Census Tract 631, Pierce County, Washington","1534","null","81","null","90","55","null","null","541","null","101","null","582","null","118","null","198","null","70","null","123","67","null","null","393","100","null","null","25","26","null","null","299","null","93","null","42","32","null","null","9","14","null","null","18","19","null","null","450","104","null","null","23","null","39","null","120","58","null","null","156","null","70","null","112","null","48","null","39","31","null","null","286","103","null","null","15","18","null","null","45","28","null","null","190","null","100","null","26","23","null","null","10","16","null","null","405","111","null","null","27","34","null","null","77","null","57","null","194","null","79","null","51","43","null","null","56","50","null","null",
"1400000US53053063200","Census Tract 632, Pierce County, Washington","1908","null","74","null","74","55","null","null","612","null","117","null","772","null","136","null","295","null","83","null","155","63","null","null","401","93","null","null","27","26","null","null","229","null","71","null","94","54","null","null","27","25","null","null","24","26","null","null","676","124","null","null","20","null","32","null","227","97","null","null","284","null","87","null","121","null","62","null","24","28","null","null","449","135","null","null","27","43","null","null","98","71","null","null","206","null","83","null","92","56","null","null","26","30","null","null","382","91","null","null","0","17","null","null","58","null","36","null","188","null","73","null","55","36","null","null","81","45","null","null",
"1400000US53053063300","Census Tract 633, Pierce County, Washington","2443","null","152","null","136","97","null","null","530","null","180","null","1139","null","198","null","420","null","120","null","218","119","null","null","494","166","null","null","115","98","null","null","258","null","120","null","66","48","null","null","17","27","null","null","38","61","null","null","588","177","null","null","7","null","8","null","95","65","null","null","345","null","143","null","91","null","58","null","50","67","null","null","431","157","null","null","14","23","null","null","66","57","null","null","209","null","133","null","129","82","null","null","13","22","null","null","930","222","null","null","0","17","null","null","111","null","138","null","519","null","167","null","183","92","null","null","117","67","null","null",
"1400000US53053063400","Census Tract 634, Pierce County, Washington","2652","null","187","null","317","148","null","null","1089","null","248","null","792","null","193","null","372","null","149","null","82","67","null","null","742","224","null","null","79","58","null","null","597","null","204","null","25","29","null","null","25","41","null","null","16","26","null","null","757","201","null","null","66","null","52","null","261","148","null","null","300","null","135","null","130","null","71","null","0","17","null","null","480","204","null","null","119","120","null","null","91","75","null","null","191","null","129","null","79","59","null","null","0","17","null","null","673","166","null","null","53","65","null","null","140","null","100","null","276","null","136","null","138","91","null","null","66","61","null","null",
"1400000US53053063501","Census Tract 635.01, Pierce County, Washington","1585","null","87","null","196","90","null","null","644","null","125","null","490","null","101","null","165","null","69","null","90","49","null","null","445","110","null","null","120","81","null","null","247","null","87","null","78","77","null","null","0","12","null","null","0","12","null","null","598","120","null","null","66","null","57","null","190","77","null","null","258","null","86","null","46","null","34","null","38","31","null","null","190","88","null","null","10","16","null","null","73","69","null","null","75","null","52","null","18","19","null","null","14","20","null","null","352","74","null","null","0","12","null","null","134","null","62","null","79","null","51","null","101","57","null","null","38","28","null","null",
"1400000US53053063502","Census Tract 635.02, Pierce County, Washington","1658","null","103","null","57","67","null","null","660","null","134","null","648","null","116","null","127","null","56","null","166","55","null","null","430","133","null","null","50","65","null","null","343","null","120","null","37","30","null","null","0","12","null","null","0","12","null","null","560","126","null","null","0","null","12","null","221","102","null","null","283","null","106","null","49","null","40","null","7","12","null","null","205","76","null","null","7","14","null","null","48","36","null","null","110","null","45","null","0","12","null","null","40","35","null","null","463","86","null","null","0","12","null","null","48","null","42","null","218","null","89","null","78","45","null","null","119","47","null","null",
"1400000US53053070100","Census Tract 701, Pierce County, Washington","1248","null","108","null","8","13","null","null","171","null","73","null","608","null","118","null","333","null","107","null","128","70","null","null","208","69","null","null","8","13","null","null","95","null","57","null","103","57","null","null","2","4","null","null","0","12","null","null","499","111","null","null","0","null","12","null","48","40","null","null","258","null","95","null","167","null","81","null","26","27","null","null","159","64","null","null","0","12","null","null","10","16","null","null","86","null","44","null","40","31","null","null","23","32","null","null","382","88","null","null","0","12","null","null","18","null","21","null","161","null","61","null","124","69","null","null","79","58","null","null",
"1400000US53053070203","Census Tract 702.03, Pierce County, Washington","1874","null","114","null","10","15","null","null","286","null","92","null","882","null","155","null","492","null","119","null","204","89","null","null","331","101","null","null","0","17","null","null","166","null","79","null","128","69","null","null","31","33","null","null","6","10","null","null","593","115","null","null","10","null","15","null","59","43","null","null","296","null","91","null","172","null","75","null","56","52","null","null","327","91","null","null","0","17","null","null","20","22","null","null","183","null","83","null","96","62","null","null","28","29","null","null","623","80","null","null","0","17","null","null","41","null","48","null","275","null","75","null","193","76","null","null","114","65","null","null",
"1400000US53053070204","Census Tract 702.04, Pierce County, Washington","1246","null","75","null","18","15","null","null","125","null","67","null","549","null","112","null","381","null","94","null","173","78","null","null","156","77","null","null","0","12","null","null","63","null","56","null","68","58","null","null","17","19","null","null","8","13","null","null","487","106","null","null","0","null","12","null","21","23","null","null","233","null","67","null","173","null","72","null","60","52","null","null","201","67","null","null","8","11","null","null","21","19","null","null","48","null","35","null","83","52","null","null","41","31","null","null","402","83","null","null","10","15","null","null","20","null","22","null","200","null","67","null","108","58","null","null","64","56","null","null",
"1400000US53053070205","Census Tract 702.05, Pierce County, Washington","1138","null","61","null","20","21","null","null","155","null","71","null","432","null","89","null","304","null","82","null","227","69","null","null","206","66","null","null","0","12","null","null","78","null","47","null","92","51","null","null","22","23","null","null","14","16","null","null","468","85","null","null","11","null","16","null","60","53","null","null","232","null","69","null","93","null","55","null","72","49","null","null","166","68","null","null","9","15","null","null","0","12","null","null","44","null","34","null","96","58","null","null","17","20","null","null","298","64","null","null","0","12","null","null","17","null","20","null","64","null","44","null","93","53","null","null","124","58","null","null",
"1400000US53053070206","Census Tract 702.06, Pierce County, Washington","1355","null","65","null","12","10","null","null","226","null","74","null","380","null","69","null","465","null","88","null","272","66","null","null","215","62","null","null","5","5","null","null","124","null","47","null","51","28","null","null","21","15","null","null","14","11","null","null","555","79","null","null","3","null","6","null","79","48","null","null","188","null","58","null","173","null","54","null","112","53","null","null","191","58","null","null","0","12","null","null","2","3","null","null","69","null","38","null","98","45","null","null","22","16","null","null","394","73","null","null","4","7","null","null","21","null","32","null","72","null","31","null","173","57","null","null","124","43","null","null",
"1400000US53053070207","Census Tract 702.07, Pierce County, Washington","1802","null","199","null","52","58","null","null","466","null","121","null","793","null","144","null","304","null","97","null","187","92","null","null","424","142","null","null","22","35","null","null","227","null","95","null","137","80","null","null","16","18","null","null","22","35","null","null","679","172","null","null","30","null","47","null","66","43","null","null","352","null","115","null","190","null","92","null","41","30","null","null","283","100","null","null","0","17","null","null","82","66","null","null","129","null","73","null","51","43","null","null","21","19","null","null","416","101","null","null","0","17","null","null","91","null","67","null","175","null","73","null","47","32","null","null","103","77","null","null",
"1400000US53053070307","Census Tract 703.07, Pierce County, Washington","1707","null","93","null","18","21","null","null","112","null","50","null","815","null","120","null","506","null","109","null","256","66","null","null","154","67","null","null","18","21","null","null","78","null","45","null","38","31","null","null","20","23","null","null","0","17","null","null","690","124","null","null","0","null","17","null","27","23","null","null","331","null","91","null","293","null","96","null","39","31","null","null","200","81","null","null","0","17","null","null","7","11","null","null","65","null","56","null","58","43","null","null","70","39","null","null","663","111","null","null","0","17","null","null","0","null","17","null","381","null","111","null","135","59","null","null","147","54","null","null",
"1400000US53053070308","Census Tract 703.08, Pierce County, Washington","1231","null","94","null","9","14","null","null","228","null","78","null","546","null","109","null","267","null","71","null","181","68","null","null","236","78","null","null","9","14","null","null","133","null","65","null","68","53","null","null","0","12","null","null","26","39","null","null","410","96","null","null","0","null","12","null","50","28","null","null","220","null","93","null","93","null","47","null","47","28","null","null","212","86","null","null","0","12","null","null","23","23","null","null","110","null","73","null","64","38","null","null","15","16","null","null","373","67","null","null","0","12","null","null","22","null","23","null","148","null","60","null","110","51","null","null","93","41","null","null",
"1400000US53053070309","Census Tract 703.09, Pierce County, Washington","1956","null","127","null","104","56","null","null","266","null","126","null","877","null","174","null","518","null","144","null","191","91","null","null","385","126","null","null","76","48","null","null","127","null","68","null","121","80","null","null","61","63","null","null","0","17","null","null","672","126","null","null","28","null","27","null","20","32","null","null","338","null","107","null","180","null","76","null","106","69","null","null","456","146","null","null","0","17","null","null","70","69","null","null","145","null","82","null","197","108","null","null","44","43","null","null","443","78","null","null","0","17","null","null","49","null","62","null","273","null","83","null","80","54","null","null","41","42","null","null",
"1400000US53053070310","Census Tract 703.10, Pierce County, Washington","1686","null","57","null","87","51","null","null","278","null","80","null","529","null","98","null","510","null","108","null","282","91","null","null","218","64","null","null","51","44","null","null","132","null","46","null","23","27","null","null","12","19","null","null","0","17","null","null","557","104","null","null","18","null","15","null","83","45","null","null","203","null","64","null","180","null","89","null","73","60","null","null","353","101","null","null","11","16","null","null","44","49","null","null","70","null","47","null","194","80","null","null","34","31","null","null","558","84","null","null","7","11","null","null","19","null","18","null","233","null","65","null","124","51","null","null","175","66","null","null",
"1400000US53053070311","Census Tract 703.11, Pierce County, Washington","1542","null","87","null","63","38","null","null","306","null","115","null","599","null","127","null","401","null","89","null","173","53","null","null","277","106","null","null","9","15","null","null","152","null","79","null","99","67","null","null","17","20","null","null","0","17","null","null","469","92","null","null","29","null","26","null","53","35","null","null","242","null","70","null","138","null","64","null","7","11","null","null","219","73","null","null","16","18","null","null","41","53","null","null","74","null","42","null","58","35","null","null","30","25","null","null","577","108","null","null","9","15","null","null","60","null","58","null","184","null","99","null","188","71","null","null","136","55","null","null",
"1400000US53053070312","Census Tract 703.12, Pierce County, Washington","1692","null","121","null","7","10","null","null","241","null","94","null","806","null","147","null","469","null","126","null","169","55","null","null","117","61","null","null","0","17","null","null","43","null","36","null","74","54","null","null","0","17","null","null","0","17","null","null","515","114","null","null","0","null","17","null","72","45","null","null","328","null","91","null","115","null","50","null","0","17","null","null","431","115","null","null","0","17","null","null","85","66","null","null","152","null","83","null","142","83","null","null","52","30","null","null","629","108","null","null","7","10","null","null","41","null","45","null","252","null","81","null","212","89","null","null","117","45","null","null",
"1400000US53053070313","Census Tract 703.13, Pierce County, Washington","2133","null","81","null","0","17","null","null","279","null","129","null","923","null","206","null","573","null","172","null","358","128","null","null","384","136","null","null","0","17","null","null","154","null","108","null","85","79","null","null","86","88","null","null","59","69","null","null","868","158","null","null","0","null","17","null","62","48","null","null","468","null","130","null","235","null","115","null","103","61","null","null","503","155","null","null","0","17","null","null","63","68","null","null","228","null","124","null","166","102","null","null","46","44","null","null","378","114","null","null","0","17","null","null","0","null","17","null","142","null","79","null","86","51","null","null","150","78","null","null",
"1400000US53053070314","Census Tract 703.14, Pierce County, Washington","1180","null","56","null","15","23","null","null","222","null","86","null","656","null","118","null","186","null","99","null","101","55","null","null","183","95","null","null","0","12","null","null","129","null","83","null","30","28","null","null","14","24","null","null","10","17","null","null","441","109","null","null","15","null","23","null","31","31","null","null","321","null","114","null","54","null","35","null","20","16","null","null","312","101","null","null","0","12","null","null","52","43","null","null","159","null","81","null","67","64","null","null","34","33","null","null","244","65","null","null","0","12","null","null","10","null","16","null","146","null","65","null","51","51","null","null","37","31","null","null",
