"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006M","B08201_006MA","B08201_006EA","B08201_007E","B08201_007M","B08201_007MA","B08201_007EA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011M","B08201_011MA","B08201_011EA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019M","B08201_019MA","B08201_019EA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023M","B08201_023MA","B08201_023EA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53033022006","Census Tract 220.06, King County, Washington","1700","null","79","null","107","64","null","null","770","null","119","null","634","null","131","null","158","null","61","null","31","28","null","null","649","123","null","null","56","57","null","null","544","null","115","null","41","31","null","null","8","12","null","null","0","12","null","null","579","102","null","null","51","null","31","null","128","59","null","null","318","null","104","null","71","null","40","null","11","18","null","null","208","78","null","null","0","12","null","null","72","60","null","null","100","null","44","null","26","24","null","null","10","15","null","null","264","66","null","null","0","12","null","null","26","null","26","null","175","null","62","null","53","31","null","null","10","15","null","null",
"1400000US53033022101","Census Tract 221.01, King County, Washington","1761","null","98","null","54","45","null","null","395","null","90","null","872","null","101","null","321","null","98","null","119","48","null","null","317","66","null","null","34","41","null","null","250","null","62","null","0","12","null","null","33","40","null","null","0","12","null","null","729","83","null","null","0","null","12","null","68","53","null","null","564","null","88","null","78","null","45","null","19","21","null","null","270","59","null","null","20","22","null","null","44","31","null","null","99","null","44","null","99","46","null","null","8","13","null","null","445","57","null","null","0","12","null","null","33","null","26","null","209","null","47","null","111","51","null","null","92","43","null","null",
"1400000US53033022102","Census Tract 221.02, King County, Washington","2294","null","99","null","47","45","null","null","631","null","125","null","1026","null","130","null","425","null","124","null","165","79","null","null","533","117","null","null","13","23","null","null","432","null","115","null","72","51","null","null","16","27","null","null","0","17","null","null","720","147","null","null","13","null","20","null","97","56","null","null","402","null","107","null","192","null","103","null","16","25","null","null","361","113","null","null","0","17","null","null","81","79","null","null","160","null","72","null","101","65","null","null","19","31","null","null","680","98","null","null","21","31","null","null","21","null","27","null","392","null","84","null","116","66","null","null","130","70","null","null",
"1400000US53033022201","Census Tract 222.01, King County, Washington","1714","null","58","null","74","61","null","null","496","null","101","null","711","null","118","null","287","null","76","null","146","59","null","null","418","93","null","null","64","60","null","null","262","null","82","null","73","53","null","null","19","21","null","null","0","12","null","null","572","107","null","null","0","null","12","null","143","64","null","null","314","null","87","null","107","null","47","null","8","13","null","null","298","90","null","null","0","12","null","null","27","23","null","null","113","null","68","null","105","48","null","null","53","38","null","null","426","91","null","null","10","15","null","null","64","null","51","null","211","null","58","null","56","39","null","null","85","52","null","null",
"1400000US53033022202","Census Tract 222.02, King County, Washington","3288","null","118","null","79","54","null","null","1293","null","192","null","1271","null","205","null","495","null","137","null","150","65","null","null","995","191","null","null","59","44","null","null","831","null","181","null","90","58","null","null","15","25","null","null","0","17","null","null","1231","205","null","null","10","null","18","null","401","138","null","null","670","null","172","null","103","null","64","null","47","44","null","null","426","139","null","null","10","15","null","null","48","47","null","null","175","null","105","null","166","82","null","null","27","42","null","null","636","128","null","null","0","17","null","null","13","null","22","null","336","null","123","null","211","105","null","null","76","37","null","null",
"1400000US53033022203","Census Tract 222.03, King County, Washington","1860","null","82","null","23","25","null","null","354","null","95","null","852","null","134","null","503","null","116","null","128","58","null","null","348","95","null","null","0","17","null","null","228","null","78","null","100","52","null","null","20","22","null","null","0","17","null","null","601","109","null","null","23","null","25","null","106","51","null","null","362","null","86","null","83","null","45","null","27","25","null","null","370","109","null","null","0","17","null","null","9","15","null","null","126","null","50","null","205","104","null","null","30","28","null","null","541","68","null","null","0","17","null","null","11","null","15","null","264","null","73","null","195","72","null","null","71","43","null","null",
"1400000US53033022300","Census Tract 223, King County, Washington","1009","null","67","null","0","12","null","null","90","null","42","null","632","null","79","null","190","null","50","null","97","46","null","null","126","47","null","null","0","12","null","null","73","null","37","null","53","32","null","null","0","12","null","null","0","12","null","null","461","66","null","null","0","null","12","null","17","19","null","null","331","null","58","null","71","null","40","null","42","34","null","null","236","66","null","null","0","12","null","null","0","12","null","null","138","null","54","null","75","37","null","null","23","20","null","null","186","50","null","null","0","12","null","null","0","null","12","null","110","null","44","null","44","33","null","null","32","28","null","null",
"1400000US53033022400","Census Tract 224, King County, Washington","3788","null","158","null","120","67","null","null","1291","null","204","null","1913","null","259","null","348","null","113","null","116","68","null","null","961","197","null","null","109","64","null","null","766","null","188","null","86","59","null","null","0","17","null","null","0","17","null","null","1564","230","null","null","11","null","18","null","379","174","null","null","1011","null","216","null","152","null","76","null","11","17","null","null","563","144","null","null","0","17","null","null","79","57","null","null","344","null","126","null","97","44","null","null","43","47","null","null","700","141","null","null","0","17","null","null","67","null","59","null","472","null","117","null","99","65","null","null","62","49","null","null",
"1400000US53033022500","Census Tract 225, King County, Washington","3770","null","182","null","241","106","null","null","1641","null","209","null","1628","null","185","null","216","null","83","null","44","39","null","null","1670","208","null","null","197","97","null","null","1254","null","200","null","203","92","null","null","16","24","null","null","0","17","null","null","1388","188","null","null","29","null","33","null","251","109","null","null","1003","null","159","null","89","null","56","null","16","26","null","null","320","108","null","null","0","17","null","null","100","74","null","null","159","null","77","null","33","37","null","null","28","30","null","null","392","85","null","null","15","23","null","null","36","null","45","null","263","null","77","null","78","54","null","null","0","17","null","null",
"1400000US53033022603","Census Tract 226.03, King County, Washington","2272","null","81","null","160","109","null","null","747","null","169","null","982","null","177","null","283","null","103","null","100","58","null","null","662","135","null","null","149","109","null","null","458","null","139","null","55","54","null","null","0","17","null","null","0","17","null","null","783","160","null","null","3","null","11","null","212","115","null","null","446","null","139","null","108","null","61","null","14","24","null","null","340","113","null","null","0","17","null","null","43","37","null","null","179","null","78","null","109","75","null","null","9","16","null","null","487","108","null","null","8","14","null","null","34","null","39","null","302","null","118","null","66","45","null","null","77","51","null","null",
"1400000US53033022604","Census Tract 226.04, King County, Washington","1736","null","80","null","36","29","null","null","500","null","107","null","833","null","118","null","213","null","73","null","154","67","null","null","334","89","null","null","12","19","null","null","260","null","86","null","62","38","null","null","0","12","null","null","0","12","null","null","658","104","null","null","6","null","10","null","161","68","null","null","364","null","97","null","84","null","49","null","43","35","null","null","310","74","null","null","12","18","null","null","67","53","null","null","150","null","61","null","44","32","null","null","37","29","null","null","434","90","null","null","6","9","null","null","12","null","15","null","257","null","66","null","85","38","null","null","74","58","null","null",
"1400000US53033022605","Census Tract 226.05, King County, Washington","2538","null","68","null","152","112","null","null","1043","null","190","null","1068","null","214","null","212","null","85","null","63","42","null","null","826","172","null","null","110","103","null","null","609","null","145","null","107","67","null","null","0","17","null","null","0","17","null","null","831","170","null","null","27","null","34","null","269","129","null","null","443","null","146","null","75","null","53","null","17","27","null","null","338","120","null","null","15","24","null","null","56","52","null","null","168","null","91","null","71","48","null","null","28","30","null","null","543","161","null","null","0","17","null","null","109","null","81","null","350","null","146","null","66","45","null","null","18","22","null","null",
"1400000US53033022606","Census Tract 226.06, King County, Washington","2339","null","113","null","80","53","null","null","776","null","193","null","921","null","181","null","305","null","114","null","257","157","null","null","598","166","null","null","65","47","null","null","455","null","155","null","30","35","null","null","16","25","null","null","32","36","null","null","879","167","null","null","15","null","24","null","195","107","null","null","507","null","127","null","100","null","60","null","62","55","null","null","324","121","null","null","0","17","null","null","87","70","null","null","141","null","79","null","70","48","null","null","26","44","null","null","538","129","null","null","0","17","null","null","39","null","61","null","243","null","96","null","119","72","null","null","137","130","null","null",
"1400000US53033022701","Census Tract 227.01, King County, Washington","1403","null","110","null","80","39","null","null","704","null","106","null","491","null","94","null","114","null","44","null","14","15","null","null","726","111","null","null","67","40","null","null","549","null","99","null","110","61","null","null","0","12","null","null","0","12","null","null","428","80","null","null","13","null","15","null","102","45","null","null","277","null","66","null","22","null","21","null","14","15","null","null","137","55","null","null","0","12","null","null","53","42","null","null","34","null","25","null","50","35","null","null","0","12","null","null","112","32","null","null","0","12","null","null","0","null","12","null","70","null","38","null","42","28","null","null","0","12","null","null",
"1400000US53033022702","Census Tract 227.02, King County, Washington","1385","null","67","null","51","36","null","null","250","null","93","null","796","null","105","null","251","null","90","null","37","34","null","null","234","78","null","null","18","21","null","null","200","null","84","null","16","17","null","null","0","12","null","null","0","12","null","null","620","103","null","null","21","null","24","null","17","19","null","null","509","null","104","null","73","null","40","null","0","12","null","null","239","85","null","null","12","19","null","null","33","30","null","null","99","null","60","null","70","60","null","null","25","28","null","null","292","85","null","null","0","12","null","null","0","null","12","null","172","null","54","null","108","65","null","null","12","19","null","null",
"1400000US53033022703","Census Tract 227.03, King County, Washington","833","null","53","null","14","13","null","null","253","null","54","null","362","null","62","null","167","null","41","null","37","23","null","null","131","43","null","null","7","10","null","null","87","null","31","null","37","35","null","null","0","12","null","null","0","12","null","null","320","56","null","null","0","null","12","null","120","42","null","null","148","null","36","null","45","null","22","null","7","10","null","null","178","46","null","null","0","12","null","null","22","15","null","null","76","null","32","null","55","26","null","null","25","19","null","null","204","41","null","null","7","9","null","null","24","null","22","null","101","null","30","null","67","34","null","null","5","8","null","null",
"1400000US53033022801","Census Tract 228.01, King County, Washington","3802","null","145","null","466","162","null","null","2076","null","226","null","880","null","204","null","275","null","117","null","105","86","null","null","1150","213","null","null","195","111","null","null","883","null","191","null","61","48","null","null","11","17","null","null","0","17","null","null","1375","263","null","null","197","null","119","null","557","167","null","null","480","null","174","null","117","null","78","null","24","37","null","null","795","183","null","null","74","61","null","null","464","168","null","null","131","null","71","null","75","78","null","null","51","73","null","null","482","127","null","null","0","17","null","null","172","null","121","null","208","null","95","null","72","54","null","null","30","36","null","null",
"1400000US53033022802","Census Tract 228.02, King County, Washington","2046","null","83","null","48","53","null","null","858","null","136","null","855","null","112","null","199","null","63","null","86","53","null","null","617","120","null","null","48","53","null","null","471","null","117","null","73","48","null","null","9","14","null","null","16","23","null","null","658","108","null","null","0","null","12","null","187","74","null","null","394","null","87","null","68","null","42","null","9","14","null","null","467","115","null","null","0","12","null","null","175","74","null","null","171","null","77","null","83","43","null","null","38","38","null","null","304","68","null","null","0","12","null","null","25","null","27","null","217","null","59","null","39","26","null","null","23","26","null","null",
"1400000US53033022803","Census Tract 228.03, King County, Washington","2165","null","146","null","213","89","null","null","1210","null","201","null","506","null","106","null","144","null","64","null","92","68","null","null","623","157","null","null","94","52","null","null","503","null","168","null","26","36","null","null","0","17","null","null","0","17","null","null","650","162","null","null","79","null","60","null","324","127","null","null","195","null","76","null","23","null","31","null","29","34","null","null","380","134","null","null","21","34","null","null","249","123","null","null","57","null","48","null","53","36","null","null","0","17","null","null","512","114","null","null","19","29","null","null","134","null","73","null","228","null","64","null","68","45","null","null","63","67","null","null",
"1400000US53033022901","Census Tract 229.01, King County, Washington","996","null","42","null","0","12","null","null","333","null","89","null","431","null","88","null","169","null","61","null","63","32","null","null","193","75","null","null","0","12","null","null","156","null","72","null","37","30","null","null","0","12","null","null","0","12","null","null","377","76","null","null","0","null","12","null","108","60","null","null","206","null","59","null","55","null","37","null","8","13","null","null","201","70","null","null","0","12","null","null","36","27","null","null","96","null","58","null","59","47","null","null","10","16","null","null","225","44","null","null","0","12","null","null","33","null","34","null","92","null","38","null","55","36","null","null","45","27","null","null",
"1400000US53033022902","Census Tract 229.02, King County, Washington","2347","null","151","null","81","68","null","null","750","null","158","null","988","null","138","null","355","null","118","null","173","76","null","null","479","134","null","null","53","68","null","null","374","null","111","null","33","32","null","null","0","17","null","null","19","29","null","null","765","144","null","null","12","null","21","null","189","93","null","null","375","null","114","null","170","null","93","null","19","31","null","null","455","154","null","null","0","17","null","null","162","110","null","null","168","null","84","null","125","63","null","null","0","17","null","null","648","104","null","null","16","25","null","null","25","null","29","null","412","null","101","null","60","51","null","null","135","66","null","null",
"1400000US53033023000","Census Tract 230, King County, Washington","1827","null","74","null","28","24","null","null","413","null","98","null","903","null","117","null","379","null","97","null","104","42","null","null","267","80","null","null","10","15","null","null","203","null","76","null","54","33","null","null","0","17","null","null","0","17","null","null","741","124","null","null","0","null","17","null","107","55","null","null","436","null","96","null","181","null","93","null","17","19","null","null","370","97","null","null","11","16","null","null","64","40","null","null","176","null","59","null","84","42","null","null","35","28","null","null","449","84","null","null","7","10","null","null","39","null","33","null","237","null","69","null","114","50","null","null","52","30","null","null",
"1400000US53033023100","Census Tract 231, King County, Washington","1374","null","72","null","35","27","null","null","313","null","77","null","714","null","109","null","233","null","80","null","79","37","null","null","246","66","null","null","25","23","null","null","158","null","59","null","54","39","null","null","0","12","null","null","9","14","null","null","458","95","null","null","10","null","15","null","77","48","null","null","294","null","77","null","67","null","45","null","10","15","null","null","225","68","null","null","0","12","null","null","27","20","null","null","130","null","61","null","51","34","null","null","17","19","null","null","445","88","null","null","0","12","null","null","51","null","41","null","236","null","90","null","115","47","null","null","43","31","null","null",
"1400000US53033023201","Census Tract 232.01, King County, Washington","2577","null","125","null","371","141","null","null","1401","null","215","null","605","null","158","null","137","null","82","null","63","57","null","null","637","183","null","null","153","93","null","null","449","null","155","null","35","35","null","null","0","17","null","null","0","17","null","null","837","213","null","null","67","null","54","null","500","180","null","null","221","null","87","null","49","null","69","null","0","17","null","null","634","200","null","null","95","90","null","null","358","167","null","null","145","null","95","null","36","37","null","null","0","17","null","null","469","112","null","null","56","71","null","null","94","null","56","null","204","null","107","null","52","50","null","null","63","57","null","null",
"1400000US53033023202","Census Tract 232.02, King County, Washington","1791","null","82","null","352","111","null","null","728","null","121","null","555","null","101","null","102","null","61","null","54","43","null","null","655","125","null","null","246","101","null","null","376","null","94","null","26","24","null","null","7","10","null","null","0","12","null","null","363","94","null","null","81","null","51","null","128","54","null","null","137","null","73","null","17","null","21","null","0","12","null","null","302","96","null","null","0","12","null","null","97","45","null","null","153","null","75","null","17","22","null","null","35","41","null","null","471","88","null","null","25","25","null","null","127","null","65","null","239","null","84","null","61","55","null","null","19","22","null","null",
"1400000US53033023300","Census Tract 233, King County, Washington","2266","null","47","null","107","79","null","null","731","null","164","null","744","null","169","null","500","null","145","null","184","81","null","null","556","139","null","null","97","79","null","null","332","null","115","null","83","71","null","null","16","25","null","null","28","34","null","null","641","163","null","null","0","null","17","null","247","126","null","null","244","null","93","null","125","null","67","null","25","29","null","null","462","145","null","null","10","16","null","null","136","110","null","null","140","null","79","null","134","79","null","null","42","43","null","null","607","119","null","null","0","17","null","null","16","null","25","null","277","null","79","null","225","124","null","null","89","61","null","null",
"1400000US53033023401","Census Tract 234.01, King County, Washington","1480","null","72","null","143","63","null","null","545","null","127","null","572","null","109","null","171","null","66","null","49","33","null","null","434","91","null","null","95","56","null","null","264","null","72","null","64","39","null","null","6","11","null","null","5","10","null","null","562","106","null","null","39","null","38","null","200","100","null","null","237","null","79","null","65","null","43","null","21","22","null","null","210","83","null","null","0","12","null","null","73","51","null","null","93","null","55","null","38","27","null","null","6","9","null","null","274","54","null","null","9","15","null","null","8","null","11","null","178","null","57","null","62","36","null","null","17","20","null","null",
"1400000US53033023403","Census Tract 234.03, King County, Washington","1580","null","63","null","16","19","null","null","441","null","104","null","763","null","127","null","277","null","72","null","83","54","null","null","336","92","null","null","16","19","null","null","295","null","88","null","18","20","null","null","7","12","null","null","0","12","null","null","591","105","null","null","0","null","12","null","106","59","null","null","370","null","106","null","115","null","45","null","0","12","null","null","280","78","null","null","0","12","null","null","25","29","null","null","153","null","72","null","67","46","null","null","35","30","null","null","373","86","null","null","0","12","null","null","15","null","24","null","222","null","80","null","88","46","null","null","48","44","null","null",
"1400000US53033023404","Census Tract 234.04, King County, Washington","1151","null","73","null","17","20","null","null","180","null","67","null","519","null","94","null","326","null","77","null","109","55","null","null","165","66","null","null","17","20","null","null","143","null","65","null","0","12","null","null","0","12","null","null","5","8","null","null","402","79","null","null","0","null","12","null","17","19","null","null","227","null","72","null","106","null","58","null","52","41","null","null","209","82","null","null","0","12","null","null","14","17","null","null","127","null","69","null","68","44","null","null","0","12","null","null","375","68","null","null","0","12","null","null","6","null","11","null","165","null","49","null","152","56","null","null","52","31","null","null",
"1400000US53033023500","Census Tract 235, King County, Washington","1417","null","85","null","19","19","null","null","381","null","87","null","723","null","106","null","161","null","61","null","133","63","null","null","342","80","null","null","11","14","null","null","238","null","75","null","85","41","null","null","0","12","null","null","8","12","null","null","494","82","null","null","0","null","12","null","95","53","null","null","313","null","77","null","34","null","32","null","52","41","null","null","216","71","null","null","8","14","null","null","12","19","null","null","107","null","52","null","64","40","null","null","25","27","null","null","365","71","null","null","0","12","null","null","36","null","34","null","218","null","72","null","63","40","null","null","48","38","null","null",
"1400000US53033023601","Census Tract 236.01, King County, Washington","1705","null","75","null","28","26","null","null","786","null","123","null","756","null","133","null","102","null","44","null","33","28","null","null","544","114","null","null","18","21","null","null","461","null","109","null","65","38","null","null","0","12","null","null","0","12","null","null","669","107","null","null","10","null","15","null","173","58","null","null","445","null","113","null","41","null","27","null","0","12","null","null","262","74","null","null","0","12","null","null","97","58","null","null","130","null","50","null","24","23","null","null","11","11","null","null","230","68","null","null","0","12","null","null","55","null","41","null","116","null","62","null","37","31","null","null","22","25","null","null",
"1400000US53033023603","Census Tract 236.03, King County, Washington","2399","null","155","null","259","138","null","null","1203","null","205","null","647","null","163","null","105","null","53","null","185","93","null","null","574","170","null","null","73","53","null","null","490","null","162","null","11","18","null","null","0","17","null","null","0","17","null","null","808","176","null","null","66","null","59","null","375","139","null","null","322","null","126","null","22","null","29","null","23","28","null","null","453","147","null","null","106","108","null","null","129","98","null","null","166","null","85","null","52","36","null","null","0","17","null","null","564","147","null","null","14","22","null","null","209","null","93","null","148","null","92","null","31","33","null","null","162","93","null","null",
"1400000US53033023604","Census Tract 236.04, King County, Washington","2457","null","151","null","255","121","null","null","1101","null","183","null","692","null","142","null","340","null","121","null","69","54","null","null","673","166","null","null","185","106","null","null","419","null","140","null","55","47","null","null","14","22","null","null","0","17","null","null","911","192","null","null","24","null","28","null","478","160","null","null","341","null","113","null","68","null","42","null","0","17","null","null","270","133","null","null","0","17","null","null","101","71","null","null","46","null","35","null","123","100","null","null","0","17","null","null","603","120","null","null","46","71","null","null","103","null","48","null","250","null","95","null","135","86","null","null","69","54","null","null",
"1400000US53033023700","Census Tract 237, King County, Washington","1701","null","62","null","8","13","null","null","473","null","104","null","973","null","126","null","189","null","67","null","58","50","null","null","396","77","null","null","0","12","null","null","344","null","76","null","52","36","null","null","0","12","null","null","0","12","null","null","659","121","null","null","8","null","13","null","58","41","null","null","518","null","116","null","75","null","39","null","0","12","null","null","296","73","null","null","0","12","null","null","39","33","null","null","150","null","53","null","56","34","null","null","51","47","null","null","350","58","null","null","0","12","null","null","32","null","26","null","253","null","55","null","58","38","null","null","7","12","null","null",
"1400000US53033023801","Census Tract 238.01, King County, Washington","1144","null","77","null","44","28","null","null","537","null","98","null","464","null","83","null","99","null","39","null","0","12","null","null","467","96","null","null","35","23","null","null","351","null","97","null","81","44","null","null","0","12","null","null","0","12","null","null","417","82","null","null","0","null","12","null","131","62","null","null","240","null","67","null","46","null","36","null","0","12","null","null","157","57","null","null","9","14","null","null","34","32","null","null","87","null","43","null","27","27","null","null","0","12","null","null","103","42","null","null","0","12","null","null","21","null","24","null","56","null","33","null","26","27","null","null","0","12","null","null",
"1400000US53033023803","Census Tract 238.03, King County, Washington","2815","null","272","null","443","167","null","null","1978","null","299","null","377","null","150","null","17","null","28","null","0","17","null","null","1246","263","null","null","297","154","null","null","949","null","242","null","0","17","null","null","0","17","null","null","0","17","null","null","1148","218","null","null","57","null","47","null","806","201","null","null","285","null","125","null","0","null","17","null","0","17","null","null","358","161","null","null","49","76","null","null","223","133","null","null","73","null","73","null","13","22","null","null","0","17","null","null","63","66","null","null","40","47","null","null","0","null","17","null","19","null","29","null","4","18","null","null","0","17","null","null",
"1400000US53033023804","Census Tract 238.04, King County, Washington","3928","null","285","null","378","154","null","null","2709","null","288","null","760","null","218","null","63","null","56","null","18","30","null","null","2175","345","null","null","308","137","null","null","1729","null","280","null","120","91","null","null","0","17","null","null","18","30","null","null","1445","285","null","null","70","null","91","null","787","221","null","null","543","null","228","null","45","null","47","null","0","17","null","null","211","130","null","null","0","17","null","null","160","117","null","null","33","null","40","null","18","29","null","null","0","17","null","null","97","67","null","null","0","17","null","null","33","null","37","null","64","null","50","null","0","17","null","null","0","17","null","null",
"1400000US53033023900","Census Tract 239, King County, Washington","2794","null","143","null","100","98","null","null","988","null","214","null","1184","null","215","null","375","null","116","null","147","66","null","null","667","193","null","null","15","23","null","null","557","null","201","null","94","60","null","null","1","2","null","null","0","17","null","null","1147","229","null","null","26","null","37","null","249","134","null","null","740","null","173","null","126","null","62","null","6","12","null","null","332","110","null","null","0","17","null","null","105","66","null","null","76","null","51","null","107","57","null","null","44","43","null","null","648","154","null","null","59","92","null","null","77","null","57","null","274","null","108","null","141","65","null","null","97","56","null","null",
"1400000US53033024000","Census Tract 240, King County, Washington","3377","null","160","null","30","36","null","null","1449","null","208","null","1357","null","234","null","440","null","128","null","101","77","null","null","1186","192","null","null","15","25","null","null","1026","null","204","null","140","110","null","null","5","8","null","null","0","17","null","null","963","221","null","null","0","null","17","null","230","120","null","null","628","null","170","null","105","null","60","null","0","17","null","null","516","135","null","null","15","25","null","null","125","77","null","null","235","null","110","null","141","68","null","null","0","17","null","null","712","141","null","null","0","17","null","null","68","null","53","null","354","null","98","null","189","94","null","null","101","77","null","null",
"1400000US53033024100","Census Tract 241, King County, Washington","1684","null","72","null","24","16","null","null","193","null","47","null","774","null","78","null","501","null","69","null","192","36","null","null","197","46","null","null","16","13","null","null","133","null","37","null","39","17","null","null","6","6","null","null","3","4","null","null","661","64","null","null","1","null","3","null","41","19","null","null","372","null","56","null","182","null","39","null","65","20","null","null","276","47","null","null","0","12","null","null","9","7","null","null","131","null","38","null","83","26","null","null","53","23","null","null","550","45","null","null","7","9","null","null","10","null","15","null","232","null","41","null","230","45","null","null","71","25","null","null",
"1400000US53033024200","Census Tract 242, King County, Washington","1082","null","63","null","7","10","null","null","131","null","58","null","509","null","82","null","294","null","58","null","141","43","null","null","160","60","null","null","0","12","null","null","109","null","49","null","39","30","null","null","12","12","null","null","0","12","null","null","374","74","null","null","0","null","12","null","5","7","null","null","219","null","60","null","112","null","41","null","38","28","null","null","160","42","null","null","7","10","null","null","0","12","null","null","47","null","29","null","73","27","null","null","33","22","null","null","388","44","null","null","0","12","null","null","17","null","26","null","204","null","56","null","97","32","null","null","70","30","null","null",
"1400000US53033024300","Census Tract 243, King County, Washington","3725","null","151","null","244","106","null","null","1395","null","252","null","1541","null","262","null","399","null","123","null","146","92","null","null","1313","208","null","null","164","93","null","null","1009","null","208","null","124","97","null","null","0","17","null","null","16","23","null","null","1291","195","null","null","49","null","45","null","243","133","null","null","834","null","185","null","133","null","75","null","32","39","null","null","597","153","null","null","18","29","null","null","143","90","null","null","251","null","127","null","141","71","null","null","44","42","null","null","524","126","null","null","13","19","null","null","0","null","17","null","332","null","90","null","125","90","null","null","54","45","null","null",
"1400000US53033024400","Census Tract 244, King County, Washington","1271","null","94","null","116","51","null","null","608","null","98","null","392","null","88","null","122","null","49","null","33","30","null","null","555","107","null","null","116","51","null","null","377","null","91","null","62","37","null","null","0","12","null","null","0","12","null","null","418","86","null","null","0","null","12","null","173","62","null","null","208","null","79","null","26","null","27","null","11","17","null","null","110","44","null","null","0","12","null","null","50","32","null","null","40","null","26","null","20","21","null","null","0","12","null","null","188","44","null","null","0","12","null","null","8","null","13","null","82","null","34","null","76","42","null","null","22","23","null","null",
"1400000US53033024500","Census Tract 245, King County, Washington","1712","null","83","null","0","17","null","null","207","null","70","null","1024","null","129","null","392","null","85","null","89","44","null","null","161","54","null","null","0","17","null","null","126","null","49","null","35","23","null","null","0","17","null","null","0","17","null","null","675","101","null","null","0","null","17","null","39","28","null","null","541","null","92","null","83","null","41","null","12","13","null","null","331","91","null","null","0","17","null","null","11","17","null","null","160","null","72","null","124","51","null","null","36","27","null","null","545","75","null","null","0","17","null","null","31","null","27","null","288","null","79","null","185","61","null","null","41","32","null","null",
"1400000US53033024601","Census Tract 246.01, King County, Washington","1616","null","64","null","27","26","null","null","192","null","64","null","855","null","106","null","429","null","87","null","113","50","null","null","172","60","null","null","27","26","null","null","85","null","43","null","51","34","null","null","9","14","null","null","0","12","null","null","692","99","null","null","0","null","12","null","67","40","null","null","478","null","95","null","133","null","50","null","14","18","null","null","306","112","null","null","0","12","null","null","40","47","null","null","100","null","64","null","119","54","null","null","47","37","null","null","446","80","null","null","0","12","null","null","0","null","12","null","226","null","61","null","168","66","null","null","52","32","null","null",
"1400000US53033024602","Census Tract 246.02, King County, Washington","1259","null","58","null","0","12","null","null","100","null","47","null","711","null","101","null","347","null","83","null","101","38","null","null","127","51","null","null","0","12","null","null","55","null","34","null","64","38","null","null","8","13","null","null","0","12","null","null","461","76","null","null","0","null","12","null","11","16","null","null","301","null","71","null","127","null","49","null","22","17","null","null","163","50","null","null","0","12","null","null","25","24","null","null","64","null","34","null","61","38","null","null","13","16","null","null","508","69","null","null","0","12","null","null","9","null","13","null","282","null","67","null","151","66","null","null","66","35","null","null",
"1400000US53033024701","Census Tract 247.01, King County, Washington","1416","null","75","null","26","28","null","null","428","null","99","null","695","null","117","null","175","null","76","null","92","38","null","null","283","109","null","null","0","12","null","null","211","null","83","null","59","54","null","null","0","12","null","null","13","20","null","null","498","110","null","null","14","null","21","null","126","66","null","null","312","null","95","null","46","null","31","null","0","12","null","null","247","77","null","null","0","12","null","null","9","16","null","null","113","null","60","null","88","54","null","null","37","30","null","null","388","107","null","null","12","20","null","null","82","null","49","null","211","null","81","null","41","50","null","null","42","33","null","null",
"1400000US53033024702","Census Tract 247.02, King County, Washington","2885","null","99","null","14","24","null","null","629","null","157","null","1416","null","208","null","600","null","151","null","226","108","null","null","536","156","null","null","0","17","null","null","416","null","143","null","106","74","null","null","14","22","null","null","0","17","null","null","1099","171","null","null","14","null","24","null","124","62","null","null","692","null","163","null","228","null","84","null","41","37","null","null","583","168","null","null","0","17","null","null","52","48","null","null","328","null","126","null","162","82","null","null","41","37","null","null","667","149","null","null","0","17","null","null","37","null","44","null","290","null","82","null","196","111","null","null","144","98","null","null",
