"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007M","B08201_007MA","B08201_007EA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009M","B08201_009MA","B08201_009EA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016M","B08201_016MA","B08201_016EA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53063004500","Census Tract 45, Spokane County, Washington","1508","null","90","null","31","30","null","null","438","null","115","null","822","null","139","null","173","null","73","null","44","null","32","null","351","106","null","null","22","null","27","null","280","93","null","null","39","33","null","null","10","null","18","null","0","12","null","null","651","106","null","null","9","null","15","null","50","36","null","null","484","112","null","null","78","58","null","null","30","28","null","null","202","null","86","null","0","12","null","null","48","59","null","null","108","null","53","null","35","null","27","null","11","17","null","null","304","80","null","null","0","12","null","null","60","null","57","null","191","null","63","null","50","27","null","null","3","8","null","null",
"1400000US53063004601","Census Tract 46.01, Spokane County, Washington","1923","null","106","null","355","91","null","null","703","null","127","null","674","null","129","null","167","null","68","null","24","null","24","null","846","131","null","null","287","null","70","null","471","111","null","null","88","51","null","null","0","null","12","null","0","12","null","null","722","140","null","null","68","null","62","null","127","44","null","null","474","128","null","null","46","27","null","null","7","11","null","null","186","null","87","null","0","12","null","null","86","70","null","null","32","null","29","null","59","null","47","null","9","16","null","null","169","79","null","null","0","12","null","null","19","null","20","null","80","null","59","null","62","50","null","null","8","14","null","null",
"1400000US53063004602","Census Tract 46.02, Spokane County, Washington","1130","null","76","null","51","45","null","null","359","null","100","null","392","null","94","null","193","null","72","null","135","null","57","null","341","101","null","null","42","null","50","null","251","98","null","null","48","37","null","null","0","null","12","null","0","12","null","null","347","94","null","null","0","null","12","null","75","38","null","null","177","74","null","null","61","47","null","null","34","36","null","null","189","null","63","null","9","14","null","null","26","23","null","null","40","null","29","null","70","null","55","null","44","40","null","null","253","52","null","null","0","12","null","null","7","null","10","null","127","null","43","null","62","33","null","null","57","34","null","null",
"1400000US53063004700","Census Tract 47, Spokane County, Washington","2873","null","134","null","236","87","null","null","1090","null","175","null","1053","null","187","null","400","null","134","null","94","null","73","null","972","184","null","null","172","null","78","null","658","160","null","null","128","61","null","null","0","null","17","null","14","23","null","null","891","173","null","null","12","null","21","null","242","118","null","null","566","135","null","null","34","32","null","null","37","57","null","null","635","null","154","null","34","39","null","null","137","97","null","null","221","null","118","null","215","null","110","null","28","32","null","null","375","110","null","null","18","28","null","null","53","null","50","null","138","null","86","null","151","71","null","null","15","23","null","null",
"1400000US53063004800","Census Tract 48, Spokane County, Washington","1557","null","34","null","129","66","null","null","595","null","115","null","599","null","118","null","180","null","67","null","54","null","32","null","591","99","null","null","120","null","65","null","422","107","null","null","40","48","null","null","9","null","15","null","0","12","null","null","454","118","null","null","0","null","12","null","91","76","null","null","289","109","null","null","68","42","null","null","6","9","null","null","169","null","69","null","0","12","null","null","66","64","null","null","68","null","46","null","21","null","24","null","14","21","null","null","343","59","null","null","9","15","null","null","16","null","19","null","202","null","52","null","82","50","null","null","34","24","null","null",
"1400000US53063004900","Census Tract 49, Spokane County, Washington","2541","null","51","null","64","58","null","null","744","null","151","null","1372","null","187","null","244","null","107","null","117","null","78","null","648","151","null","null","29","null","35","null","481","126","null","null","126","76","null","null","12","null","20","null","0","17","null","null","1154","191","null","null","19","null","32","null","143","92","null","null","820","160","null","null","157","95","null","null","15","22","null","null","274","null","115","null","0","17","null","null","0","17","null","null","198","null","100","null","46","null","40","null","30","33","null","null","465","106","null","null","16","27","null","null","120","null","89","null","228","null","80","null","29","34","null","null","72","72","null","null",
"1400000US53063005000","Census Tract 50, Spokane County, Washington","1752","null","91","null","251","79","null","null","657","null","130","null","489","null","124","null","285","null","98","null","70","null","73","null","594","122","null","null","194","null","68","null","370","111","null","null","30","25","null","null","0","null","12","null","0","12","null","null","707","120","null","null","42","null","47","null","223","99","null","null","252","73","null","null","182","69","null","null","8","13","null","null","219","null","113","null","0","12","null","null","18","27","null","null","91","null","80","null","67","null","58","null","43","65","null","null","232","30","null","null","15","24","null","null","46","null","38","null","116","null","51","null","36","34","null","null","19","24","null","null",
"1400000US53063010100","Census Tract 101, Spokane County, Washington","2297","null","175","null","63","54","null","null","326","null","118","null","891","null","179","null","641","null","151","null","376","null","133","null","287","116","null","null","34","null","38","null","139","76","null","null","79","79","null","null","18","null","24","null","17","26","null","null","1002","160","null","null","0","null","17","null","127","65","null","null","506","117","null","null","277","115","null","null","92","65","null","null","359","null","139","null","29","37","null","null","12","19","null","null","79","null","79","null","169","null","84","null","70","50","null","null","649","160","null","null","0","17","null","null","48","null","76","null","227","null","98","null","177","82","null","null","197","110","null","null",
"1400000US53063010201","Census Tract 102.01, Spokane County, Washington","1508","null","84","null","31","27","null","null","184","null","86","null","563","null","105","null","446","null","121","null","284","null","98","null","255","82","null","null","22","null","24","null","68","47","null","null","88","47","null","null","49","null","43","null","28","35","null","null","619","100","null","null","9","null","15","null","34","27","null","null","318","79","null","null","186","70","null","null","72","43","null","null","223","null","91","null","0","12","null","null","82","67","null","null","29","null","35","null","30","null","27","null","82","47","null","null","411","93","null","null","0","12","null","null","0","null","12","null","128","null","53","null","181","88","null","null","102","67","null","null",
"1400000US53063010202","Census Tract 102.02, Spokane County, Washington","2427","null","76","null","80","86","null","null","200","null","102","null","858","null","150","null","659","null","144","null","630","null","147","null","205","97","null","null","0","null","17","null","77","82","null","null","85","47","null","null","31","null","36","null","12","19","null","null","956","157","null","null","0","null","17","null","53","33","null","null","414","118","null","null","289","96","null","null","200","101","null","null","564","null","151","null","63","77","null","null","13","21","null","null","179","null","83","null","152","null","90","null","157","112","null","null","702","118","null","null","17","22","null","null","57","null","55","null","180","null","95","null","187","95","null","null","261","104","null","null",
"1400000US53063010301","Census Tract 103.01, Spokane County, Washington","1609","null","143","null","116","60","null","null","488","null","118","null","640","null","128","null","250","null","85","null","115","null","50","null","343","117","null","null","60","null","28","null","194","88","null","null","89","58","null","null","0","null","12","null","0","12","null","null","598","133","null","null","52","null","50","null","160","71","null","null","254","94","null","null","90","57","null","null","42","32","null","null","295","null","100","null","4","7","null","null","46","44","null","null","126","null","73","null","95","null","49","null","24","22","null","null","373","87","null","null","0","12","null","null","88","null","54","null","171","null","71","null","65","36","null","null","49","47","null","null",
"1400000US53063010303","Census Tract 103.03, Spokane County, Washington","1085","null","63","null","20","23","null","null","151","null","65","null","398","null","104","null","309","null","85","null","207","null","78","null","203","69","null","null","20","null","23","null","128","59","null","null","42","36","null","null","13","null","20","null","0","12","null","null","333","103","null","null","0","null","12","null","23","27","null","null","143","74","null","null","132","64","null","null","35","28","null","null","291","null","103","null","0","12","null","null","0","12","null","null","102","null","67","null","121","null","78","null","68","54","null","null","258","84","null","null","0","12","null","null","0","null","12","null","111","null","63","null","43","42","null","null","104","56","null","null",
"1400000US53063010304","Census Tract 103.04, Spokane County, Washington","2053","null","141","null","62","49","null","null","195","null","89","null","870","null","173","null","507","null","168","null","419","null","126","null","334","126","null","null","39","null","37","null","81","55","null","null","97","60","null","null","98","null","107","null","19","29","null","null","881","141","null","null","9","null","17","null","56","43","null","null","375","134","null","null","275","85","null","null","166","86","null","null","363","null","149","null","14","24","null","null","15","21","null","null","234","null","133","null","38","null","38","null","62","40","null","null","475","123","null","null","0","17","null","null","43","null","48","null","164","null","70","null","96","108","null","null","172","92","null","null",
"1400000US53063010305","Census Tract 103.05, Spokane County, Washington","2004","null","138","null","0","17","null","null","281","null","101","null","872","null","148","null","417","null","127","null","434","null","106","null","210","96","null","null","0","null","17","null","140","82","null","null","58","48","null","null","12","null","19","null","0","17","null","null","795","128","null","null","0","null","17","null","43","41","null","null","416","110","null","null","134","65","null","null","202","95","null","null","368","null","118","null","0","17","null","null","71","64","null","null","87","null","51","null","107","null","71","null","103","61","null","null","631","78","null","null","0","17","null","null","27","null","29","null","311","null","86","null","164","83","null","null","129","63","null","null",
"1400000US53063010401","Census Tract 104.01, Spokane County, Washington","1534","null","162","null","113","68","null","null","656","null","149","null","463","null","120","null","166","null","69","null","136","null","66","null","386","113","null","null","49","null","43","null","259","95","null","null","58","40","null","null","0","null","17","null","20","31","null","null","473","158","null","null","37","null","45","null","153","81","null","null","223","90","null","null","48","41","null","null","12","14","null","null","301","null","91","null","12","18","null","null","129","63","null","null","79","null","56","null","28","null","26","null","53","34","null","null","374","90","null","null","15","23","null","null","115","null","92","null","103","null","60","null","90","50","null","null","51","33","null","null",
"1400000US53063010402","Census Tract 104.02, Spokane County, Washington","2576","null","121","null","40","42","null","null","456","null","147","null","852","null","158","null","825","null","150","null","403","null","122","null","438","146","null","null","15","null","24","null","198","103","null","null","140","78","null","null","53","null","60","null","32","33","null","null","1027","163","null","null","11","null","17","null","77","58","null","null","394","126","null","null","427","123","null","null","118","92","null","null","451","null","108","null","14","22","null","null","44","46","null","null","109","null","78","null","175","null","101","null","109","64","null","null","660","114","null","null","0","17","null","null","137","null","81","null","209","null","84","null","170","73","null","null","144","69","null","null",
"1400000US53063010501","Census Tract 105.01, Spokane County, Washington","2949","null","165","null","91","94","null","null","918","null","180","null","1316","null","212","null","393","null","116","null","231","null","99","null","732","170","null","null","77","null","92","null","518","132","null","null","137","75","null","null","0","null","17","null","0","17","null","null","996","185","null","null","14","null","22","null","155","80","null","null","635","166","null","null","122","68","null","null","70","52","null","null","361","null","151","null","0","17","null","null","124","86","null","null","167","null","122","null","70","null","54","null","0","17","null","null","860","161","null","null","0","17","null","null","121","null","110","null","377","null","110","null","201","89","null","null","161","87","null","null",
"1400000US53063010503","Census Tract 105.03, Spokane County, Washington","2399","null","115","null","22","25","null","null","287","null","97","null","1047","null","174","null","677","null","156","null","366","null","119","null","236","86","null","null","22","null","25","null","122","62","null","null","68","51","null","null","0","null","17","null","24","29","null","null","1010","145","null","null","0","null","17","null","90","62","null","null","528","139","null","null","328","100","null","null","64","47","null","null","427","null","135","null","0","17","null","null","75","53","null","null","117","null","69","null","80","null","52","null","155","87","null","null","726","138","null","null","0","17","null","null","0","null","17","null","334","null","107","null","269","116","null","null","123","75","null","null",
"1400000US53063010504","Census Tract 105.04, Spokane County, Washington","1315","null","85","null","36","29","null","null","316","null","93","null","544","null","98","null","223","null","76","null","196","null","68","null","178","62","null","null","10","null","15","null","138","60","null","null","30","26","null","null","0","null","12","null","0","12","null","null","577","84","null","null","11","null","17","null","146","61","null","null","299","77","null","null","96","55","null","null","25","27","null","null","168","null","59","null","7","10","null","null","17","16","null","null","58","null","33","null","57","null","37","null","29","30","null","null","392","52","null","null","8","13","null","null","15","null","21","null","157","null","50","null","70","40","null","null","142","54","null","null",
"1400000US53063010601","Census Tract 106.01, Spokane County, Washington","1359","null","65","null","24","22","null","null","187","null","64","null","806","null","110","null","269","null","71","null","73","null","53","null","209","79","null","null","8","null","12","null","151","69","null","null","30","25","null","null","9","null","13","null","11","17","null","null","585","95","null","null","16","null","19","null","24","19","null","null","431","93","null","null","114","48","null","null","0","12","null","null","178","null","70","null","0","12","null","null","5","10","null","null","104","null","57","null","60","null","41","null","9","13","null","null","387","70","null","null","0","12","null","null","7","null","13","null","241","null","72","null","86","48","null","null","53","48","null","null",
"1400000US53063010602","Census Tract 106.02, Spokane County, Washington","2674","null","117","null","9","14","null","null","555","null","153","null","1291","null","190","null","580","null","120","null","239","null","96","null","431","132","null","null","9","null","14","null","319","130","null","null","86","56","null","null","17","null","27","null","0","17","null","null","1158","143","null","null","0","null","17","null","175","74","null","null","685","147","null","null","248","97","null","null","50","46","null","null","426","null","136","null","0","17","null","null","30","36","null","null","200","null","98","null","159","null","78","null","37","44","null","null","659","114","null","null","0","17","null","null","31","null","43","null","320","null","98","null","156","62","null","null","152","84","null","null",
"1400000US53063010700","Census Tract 107, Spokane County, Washington","2135","null","95","null","20","32","null","null","519","null","146","null","1054","null","169","null","338","null","106","null","204","null","96","null","405","141","null","null","20","null","32","null","349","134","null","null","36","35","null","null","0","null","17","null","0","17","null","null","633","151","null","null","0","null","17","null","62","46","null","null","404","127","null","null","99","62","null","null","68","69","null","null","261","null","93","null","0","17","null","null","8","12","null","null","169","null","79","null","69","null","54","null","15","24","null","null","836","141","null","null","0","17","null","null","100","null","87","null","445","null","106","null","170","79","null","null","121","74","null","null",
"1400000US53063010800","Census Tract 108, Spokane County, Washington","994","null","102","null","192","79","null","null","406","null","99","null","298","null","91","null","51","null","36","null","47","null","28","null","376","97","null","null","104","null","57","null","255","81","null","null","17","27","null","null","0","null","12","null","0","12","null","null","305","85","null","null","42","null","37","null","61","37","null","null","194","71","null","null","8","13","null","null","0","12","null","null","172","null","64","null","46","52","null","null","60","46","null","null","35","null","32","null","2","null","6","null","29","24","null","null","141","59","null","null","0","12","null","null","30","null","18","null","52","null","42","null","41","34","null","null","18","21","null","null",
"1400000US53063010900","Census Tract 109, Spokane County, Washington","1536","null","71","null","119","54","null","null","495","null","101","null","598","null","120","null","220","null","75","null","104","null","51","null","437","92","null","null","41","null","32","null","323","88","null","null","64","40","null","null","9","null","14","null","0","12","null","null","563","88","null","null","43","null","33","null","82","50","null","null","355","78","null","null","62","42","null","null","21","25","null","null","232","null","84","null","35","33","null","null","62","56","null","null","47","null","34","null","41","null","33","null","47","36","null","null","304","87","null","null","0","12","null","null","28","null","44","null","132","null","83","null","108","57","null","null","36","31","null","null",
"1400000US53063011000","Census Tract 110, Spokane County, Washington","1548","null","78","null","99","46","null","null","540","null","112","null","664","null","112","null","167","null","63","null","78","null","46","null","421","85","null","null","72","null","46","null","308","84","null","null","20","22","null","null","21","null","23","null","0","12","null","null","487","114","null","null","8","null","13","null","132","60","null","null","266","90","null","null","54","34","null","null","27","25","null","null","191","null","72","null","19","31","null","null","50","45","null","null","98","null","61","null","15","null","17","null","9","14","null","null","449","116","null","null","0","12","null","null","50","null","49","null","280","null","106","null","77","46","null","null","42","35","null","null",
"1400000US53063011101","Census Tract 111.01, Spokane County, Washington","2587","null","216","null","461","139","null","null","1381","null","250","null","580","null","149","null","150","null","88","null","15","null","24","null","1233","205","null","null","382","null","119","null","757","202","null","null","79","73","null","null","0","null","12","null","15","24","null","null","940","200","null","null","42","null","41","null","480","187","null","null","358","121","null","null","60","62","null","null","0","12","null","null","207","null","97","null","0","12","null","null","93","76","null","null","49","null","40","null","65","null","50","null","0","12","null","null","207","76","null","null","37","56","null","null","51","null","50","null","94","null","67","null","25","30","null","null","0","12","null","null",
"1400000US53063011102","Census Tract 111.02, Spokane County, Washington","1537","null","100","null","237","91","null","null","563","null","131","null","493","null","102","null","150","null","72","null","94","null","49","null","521","106","null","null","161","null","68","null","298","108","null","null","52","48","null","null","0","null","12","null","10","17","null","null","432","95","null","null","70","null","60","null","135","75","null","null","205","80","null","null","0","12","null","null","22","23","null","null","241","null","82","null","6","10","null","null","66","44","null","null","80","null","55","null","79","null","63","null","10","16","null","null","343","64","null","null","0","12","null","null","64","null","40","null","156","null","49","null","71","37","null","null","52","38","null","null",
"1400000US53063011201","Census Tract 112.01, Spokane County, Washington","3568","null","191","null","254","103","null","null","1898","null","253","null","1087","null","238","null","265","null","97","null","64","null","47","null","1686","210","null","null","213","null","95","null","1297","217","null","null","138","108","null","null","22","null","25","null","16","27","null","null","994","192","null","null","24","null","39","null","239","115","null","null","586","164","null","null","145","63","null","null","0","17","null","null","487","null","186","null","17","28","null","null","224","144","null","null","206","null","100","null","14","null","23","null","26","30","null","null","401","125","null","null","0","17","null","null","138","null","104","null","157","null","97","null","84","75","null","null","22","25","null","null",
"1400000US53063011202","Census Tract 112.02, Spokane County, Washington","1605","null","101","null","46","46","null","null","484","null","135","null","456","null","113","null","407","null","107","null","212","null","72","null","552","131","null","null","26","null","42","null","285","99","null","null","174","75","null","null","67","null","54","null","0","12","null","null","604","115","null","null","14","null","17","null","190","87","null","null","170","71","null","null","150","54","null","null","80","46","null","null","177","null","68","null","0","12","null","null","9","13","null","null","29","null","21","null","86","null","51","null","53","32","null","null","272","60","null","null","6","10","null","null","0","null","12","null","83","null","38","null","104","49","null","null","79","46","null","null",
"1400000US53063011300","Census Tract 113, Spokane County, Washington","2897","null","160","null","59","55","null","null","631","null","174","null","1288","null","195","null","609","null","131","null","310","null","107","null","668","165","null","null","16","null","27","null","488","154","null","null","133","91","null","null","31","null","34","null","0","17","null","null","1082","189","null","null","43","null","41","null","134","83","null","null","615","164","null","null","193","85","null","null","97","60","null","null","468","null","126","null","0","17","null","null","0","17","null","null","220","null","114","null","146","null","73","null","102","61","null","null","679","94","null","null","0","17","null","null","9","null","13","null","320","null","90","null","239","93","null","null","111","53","null","null",
"1400000US53063011400","Census Tract 114, Spokane County, Washington","2110","null","88","null","42","38","null","null","526","null","127","null","800","null","149","null","568","null","149","null","174","null","94","null","474","129","null","null","15","null","22","null","326","110","null","null","104","67","null","null","29","null","35","null","0","17","null","null","787","142","null","null","27","null","30","null","90","74","null","null","392","107","null","null","197","89","null","null","81","54","null","null","410","null","131","null","0","17","null","null","57","61","null","null","139","null","84","null","181","null","112","null","33","39","null","null","439","123","null","null","0","17","null","null","53","null","62","null","165","null","63","null","161","84","null","null","60","61","null","null",
"1400000US53063011500","Census Tract 115, Spokane County, Washington","614","null","40","null","22","26","null","null","196","null","72","null","163","null","65","null","108","null","44","null","125","null","73","null","172","68","null","null","12","null","21","null","90","58","null","null","51","36","null","null","19","null","17","null","0","12","null","null","169","68","null","null","10","null","15","null","58","50","null","null","35","26","null","null","41","31","null","null","25","25","null","null","161","null","70","null","0","12","null","null","41","30","null","null","36","null","43","null","27","null","25","null","57","51","null","null","112","45","null","null","0","12","null","null","7","null","9","null","41","null","26","null","21","16","null","null","43","38","null","null",
"1400000US53063011600","Census Tract 116, Spokane County, Washington","748","null","50","null","30","18","null","null","209","null","38","null","283","null","42","null","158","null","35","null","68","null","25","null","278","46","null","null","30","null","18","null","159","36","null","null","63","22","null","null","26","null","12","null","0","12","null","null","225","40","null","null","0","null","12","null","40","15","null","null","110","26","null","null","55","28","null","null","20","11","null","null","111","null","32","null","0","12","null","null","3","5","null","null","43","null","23","null","41","null","19","null","24","15","null","null","134","22","null","null","0","12","null","null","7","null","7","null","67","null","21","null","36","16","null","null","24","18","null","null",
"1400000US53063011701","Census Tract 117.01, Spokane County, Washington","956","null","110","null","87","62","null","null","248","null","79","null","341","null","101","null","176","null","68","null","104","null","78","null","343","103","null","null","87","null","62","null","202","79","null","null","54","31","null","null","0","null","12","null","0","12","null","null","276","92","null","null","0","null","12","null","33","51","null","null","170","73","null","null","73","44","null","null","0","12","null","null","135","null","82","null","0","12","null","null","6","10","null","null","84","null","65","null","34","null","44","null","11","17","null","null","202","99","null","null","0","12","null","null","7","null","13","null","33","null","27","null","69","64","null","null","93","80","null","null",
"1400000US53063011702","Census Tract 117.02, Spokane County, Washington","2428","null","158","null","289","129","null","null","777","null","171","null","857","null","207","null","357","null","128","null","148","null","76","null","515","141","null","null","85","null","62","null","320","106","null","null","28","31","null","null","82","null","88","null","0","17","null","null","1066","193","null","null","124","null","95","null","263","116","null","null","479","160","null","null","124","75","null","null","76","64","null","null","306","null","131","null","20","30","null","null","40","37","null","null","122","null","71","null","86","null","71","null","38","43","null","null","541","131","null","null","60","70","null","null","154","null","99","null","228","null","126","null","65","51","null","null","34","32","null","null",
"1400000US53063011800","Census Tract 118, Spokane County, Washington","2358","null","195","null","345","113","null","null","993","null","193","null","665","null","171","null","276","null","115","null","79","null","56","null","1241","217","null","null","316","null","114","null","729","175","null","null","169","123","null","null","0","null","12","null","27","31","null","null","616","166","null","null","29","null","32","null","157","87","null","null","318","128","null","null","112","94","null","null","0","12","null","null","188","null","109","null","0","12","null","null","18","25","null","null","66","null","67","null","93","null","84","null","11","18","null","null","313","147","null","null","0","12","null","null","89","null","71","null","112","null","101","null","71","53","null","null","41","42","null","null",
"1400000US53063011900","Census Tract 119, Spokane County, Washington","1694","null","113","null","98","73","null","null","674","null","141","null","565","null","143","null","237","null","90","null","120","null","83","null","458","121","null","null","53","null","56","null","331","91","null","null","45","40","null","null","29","null","27","null","0","12","null","null","466","108","null","null","14","null","16","null","224","97","null","null","126","60","null","null","67","45","null","null","35","37","null","null","353","null","115","null","0","12","null","null","65","75","null","null","172","null","93","null","102","null","58","null","14","20","null","null","417","105","null","null","31","44","null","null","54","null","64","null","222","null","106","null","39","42","null","null","71","70","null","null",
"1400000US53063012000","Census Tract 120, Spokane County, Washington","1763","null","86","null","92","54","null","null","463","null","114","null","662","null","124","null","442","null","108","null","104","null","51","null","591","123","null","null","39","null","32","null","385","107","null","null","155","86","null","null","12","null","18","null","0","12","null","null","559","139","null","null","32","null","36","null","50","42","null","null","295","101","null","null","168","71","null","null","14","23","null","null","300","null","105","null","21","32","null","null","0","12","null","null","89","null","55","null","131","null","72","null","59","46","null","null","313","75","null","null","0","12","null","null","28","null","31","null","123","null","54","null","131","69","null","null","31","31","null","null",
"1400000US53063012100","Census Tract 121, Spokane County, Washington","1126","null","64","null","96","64","null","null","341","null","93","null","398","null","91","null","213","null","75","null","78","null","43","null","382","100","null","null","54","null","49","null","204","79","null","null","77","62","null","null","47","null","37","null","0","12","null","null","376","87","null","null","22","null","28","null","77","47","null","null","204","69","null","null","60","48","null","null","13","15","null","null","176","null","76","null","0","12","null","null","45","42","null","null","50","null","42","null","48","null","37","null","33","31","null","null","192","69","null","null","20","25","null","null","15","null","15","null","67","null","42","null","58","35","null","null","32","27","null","null",
"1400000US53063012200","Census Tract 122, Spokane County, Washington","966","null","62","null","31","22","null","null","287","null","73","null","470","null","96","null","121","null","57","null","57","null","38","null","298","85","null","null","22","null","16","null","150","62","null","null","95","50","null","null","19","null","18","null","12","14","null","null","376","83","null","null","0","null","12","null","113","51","null","null","173","64","null","null","64","47","null","null","26","25","null","null","72","null","32","null","9","14","null","null","15","16","null","null","34","null","22","null","6","null","9","null","8","10","null","null","220","73","null","null","0","12","null","null","9","null","15","null","168","null","77","null","32","23","null","null","11","13","null","null",
"1400000US53063012300","Census Tract 123, Spokane County, Washington","2379","null","193","null","152","107","null","null","715","null","193","null","950","null","182","null","349","null","117","null","213","null","125","null","690","160","null","null","41","null","46","null","433","137","null","null","153","83","null","null","35","null","39","null","28","33","null","null","899","206","null","null","99","null","94","null","148","112","null","null","484","149","null","null","87","49","null","null","81","86","null","null","237","null","127","null","0","17","null","null","38","36","null","null","127","null","101","null","45","null","44","null","27","29","null","null","553","150","null","null","12","19","null","null","96","null","104","null","186","null","85","null","182","93","null","null","77","70","null","null",
"1400000US53063012401","Census Tract 124.01, Spokane County, Washington","1597","null","92","null","151","61","null","null","236","null","68","null","620","null","103","null","395","null","97","null","195","null","57","null","382","96","null","null","138","null","56","null","166","59","null","null","52","37","null","null","19","null","21","null","7","11","null","null","692","95","null","null","0","null","12","null","70","53","null","null","375","85","null","null","187","76","null","null","60","32","null","null","152","null","60","null","0","12","null","null","0","12","null","null","55","null","38","null","64","null","47","null","33","25","null","null","371","71","null","null","13","20","null","null","0","null","12","null","138","null","43","null","125","65","null","null","95","41","null","null",
"1400000US53063012402","Census Tract 124.02, Spokane County, Washington","2233","null","101","null","0","17","null","null","411","null","123","null","993","null","135","null","632","null","116","null","197","null","83","null","339","113","null","null","0","null","17","null","185","77","null","null","154","78","null","null","0","null","17","null","0","17","null","null","1087","120","null","null","0","null","17","null","171","90","null","null","534","108","null","null","348","94","null","null","34","33","null","null","258","null","89","null","0","17","null","null","9","15","null","null","71","null","52","null","103","null","59","null","75","49","null","null","549","86","null","null","0","17","null","null","46","null","62","null","234","null","65","null","181","74","null","null","88","57","null","null",
"1400000US53063012500","Census Tract 125, Spokane County, Washington","1412","null","105","null","100","77","null","null","601","null","138","null","447","null","132","null","164","null","72","null","100","null","81","null","436","120","null","null","21","null","25","null","351","119","null","null","52","45","null","null","12","null","19","null","0","12","null","null","542","118","null","null","28","null","34","null","174","86","null","null","251","101","null","null","47","26","null","null","42","64","null","null","217","null","112","null","3","7","null","null","76","64","null","null","100","null","69","null","38","null","43","null","0","12","null","null","217","65","null","null","48","63","null","null","0","null","12","null","44","null","36","null","67","54","null","null","58","40","null","null",
"1400000US53063012600","Census Tract 126, Spokane County, Washington","1567","null","64","null","66","52","null","null","515","null","129","null","606","null","141","null","290","null","69","null","90","null","49","null","465","107","null","null","66","null","52","null","274","79","null","null","112","70","null","null","13","null","15","null","0","12","null","null","629","114","null","null","0","null","12","null","186","97","null","null","286","88","null","null","131","55","null","null","26","23","null","null","207","null","90","null","0","12","null","null","11","17","null","null","81","null","69","null","69","null","49","null","46","42","null","null","266","79","null","null","0","12","null","null","44","null","36","null","127","null","74","null","77","46","null","null","18","20","null","null",
"1400000US53063012701","Census Tract 127.01, Spokane County, Washington","1630","null","94","null","236","66","null","null","619","null","129","null","466","null","118","null","187","null","75","null","122","null","56","null","758","109","null","null","201","null","57","null","455","106","null","null","76","60","null","null","8","null","12","null","18","21","null","null","370","96","null","null","0","null","12","null","75","45","null","null","203","73","null","null","36","27","null","null","56","39","null","null","284","null","91","null","35","46","null","null","75","55","null","null","127","null","67","null","40","null","48","null","7","10","null","null","218","65","null","null","0","12","null","null","14","null","17","null","60","null","36","null","103","60","null","null","41","31","null","null",
"1400000US53063012702","Census Tract 127.02, Spokane County, Washington","777","null","45","null","14","21","null","null","179","null","61","null","291","null","72","null","225","null","68","null","68","null","37","null","178","60","null","null","0","null","12","null","136","57","null","null","24","19","null","null","9","null","13","null","9","13","null","null","351","80","null","null","14","null","21","null","36","35","null","null","195","63","null","null","94","54","null","null","12","17","null","null","79","null","44","null","0","12","null","null","0","12","null","null","14","null","21","null","65","null","38","null","0","12","null","null","169","56","null","null","0","12","null","null","7","null","11","null","58","null","45","null","57","40","null","null","47","28","null","null",
"1400000US53063012801","Census Tract 128.01, Spokane County, Washington","1551","null","91","null","54","46","null","null","487","null","117","null","565","null","101","null","347","null","90","null","98","null","39","null","401","107","null","null","45","null","43","null","316","97","null","null","31","27","null","null","9","null","16","null","0","12","null","null","633","99","null","null","9","null","14","null","110","60","null","null","322","76","null","null","171","82","null","null","21","23","null","null","255","null","86","null","0","12","null","null","61","45","null","null","141","null","66","null","35","null","33","null","18","20","null","null","262","63","null","null","0","12","null","null","0","null","12","null","71","null","36","null","132","49","null","null","59","35","null","null",
