"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_001MA","B08201_001EA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010EA","B08201_010M","B08201_010MA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013EA","B08201_013M","B08201_013MA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015EA","B08201_015M","B08201_015MA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025EA","B08201_025M","B08201_025MA","B08201_026E","B08201_026EA","B08201_026M","B08201_026MA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030EA","B08201_030M","B08201_030MA",
"1400000US53033031206","Census Tract 312.06, King County, Washington","1858","73","null","null","141","70","null","null","529","null","119","null","776","null","125","null","274","null","93","null","138","null","75","null","355","null","100","null","97","null","56","null","228","null","91","null","21","null","23","null","9","null","14","null","0","17","null","null","489","null","107","null","33","null","31","null","147","null","72","null","285","null","80","null","24","null","23","null","0","null","17","null","303","null","117","null","11","null","17","null","83","80","null","null","84","null","61","null","82","null","49","null","43","null","45","null","711","null","134","null","0","null","17","null","71","null","66","null","386","null","112","null","159","null","78","null","95","null","65","null",
"1400000US53033031301","Census Tract 313.01, King County, Washington","905","78","null","null","10","13","null","null","195","null","53","null","292","null","66","null","256","null","65","null","152","null","50","null","181","null","52","null","4","null","8","null","132","null","46","null","38","null","24","null","7","null","10","null","0","12","null","null","311","null","55","null","6","null","10","null","22","null","18","null","129","null","39","null","118","null","40","null","36","null","23","null","178","null","70","null","0","null","12","null","41","36","null","null","54","null","45","null","67","null","39","null","16","null","17","null","235","null","52","null","0","null","12","null","0","null","12","null","71","null","34","null","64","null","40","null","100","null","43","null",
"1400000US53033031302","Census Tract 313.02, King County, Washington","1807","123","null","null","159","73","null","null","473","null","126","null","635","null","122","null","435","null","106","null","105","null","62","null","550","null","100","null","141","null","72","null","277","null","86","null","97","null","65","null","0","null","12","null","35","49","null","null","636","null","110","null","18","null","20","null","128","null","65","null","340","null","93","null","141","null","61","null","9","null","15","null","201","null","89","null","0","null","12","null","49","53","null","null","69","null","47","null","53","null","38","null","30","null","28","null","420","null","68","null","0","null","12","null","19","null","22","null","129","null","67","null","241","null","84","null","31","null","28","null",
"1400000US53033031400","Census Tract 314, King County, Washington","2595","175","null","null","133","65","null","null","774","null","221","null","1122","null","236","null","370","null","157","null","196","null","87","null","864","null","203","null","133","null","65","null","521","null","189","null","210","null","137","null","0","null","17","null","0","17","null","null","891","null","205","null","0","null","17","null","196","null","120","null","527","null","167","null","120","null","89","null","48","null","43","null","440","null","159","null","0","null","17","null","20","31","null","null","233","null","159","null","102","null","68","null","85","null","59","null","400","null","106","null","0","null","17","null","37","null","58","null","152","null","82","null","148","null","100","null","63","null","52","null",
"1400000US53033031501","Census Tract 315.01, King County, Washington","1471","72","null","null","29","47","null","null","171","null","89","null","478","null","112","null","428","null","106","null","365","null","102","null","245","null","91","null","29","null","47","null","97","null","64","null","80","null","59","null","39","null","33","null","0","12","null","null","617","null","111","null","0","null","12","null","38","null","34","null","256","null","102","null","167","null","71","null","156","null","70","null","234","null","91","null","0","null","12","null","0","12","null","null","109","null","71","null","77","null","42","null","48","null","35","null","375","null","82","null","0","null","12","null","36","null","37","null","33","null","33","null","145","null","68","null","161","null","60","null",
"1400000US53033031502","Census Tract 315.02, King County, Washington","1782","86","null","null","68","52","null","null","346","null","80","null","671","null","129","null","406","null","99","null","291","null","72","null","484","null","103","null","48","null","48","null","296","null","77","null","105","null","48","null","29","null","26","null","6","11","null","null","699","null","124","null","15","null","23","null","44","null","27","null","359","null","103","null","211","null","87","null","70","null","39","null","302","null","83","null","5","null","10","null","0","12","null","null","99","null","62","null","57","null","38","null","141","null","70","null","297","null","78","null","0","null","12","null","6","null","10","null","108","null","54","null","109","null","53","null","74","null","45","null",
"1400000US53033031601","Census Tract 316.01, King County, Washington","1931","70","null","null","23","24","null","null","174","null","66","null","714","null","114","null","569","null","104","null","451","null","103","null","214","null","77","null","11","null","17","null","102","null","57","null","53","null","40","null","37","null","29","null","11","17","null","null","852","null","97","null","0","null","17","null","24","null","24","null","444","null","81","null","216","null","78","null","168","null","74","null","345","null","93","null","12","null","18","null","40","33","null","null","99","null","56","null","90","null","46","null","104","null","46","null","520","null","83","null","0","null","17","null","8","null","14","null","118","null","72","null","226","null","65","null","168","null","71","null",
"1400000US53033031603","Census Tract 316.03, King County, Washington","2298","140","null","null","77","54","null","null","394","null","159","null","1174","null","182","null","382","null","148","null","271","null","99","null","491","null","151","null","27","null","31","null","286","null","137","null","86","null","64","null","69","null","103","null","23","37","null","null","613","null","131","null","24","null","28","null","65","null","63","null","350","null","100","null","111","null","76","null","63","null","54","null","429","null","147","null","20","null","25","null","28","37","null","null","259","null","138","null","77","null","52","null","45","null","44","null","765","null","105","null","6","null","12","null","15","null","25","null","479","null","99","null","125","null","77","null","140","null","57","null",
"1400000US53033031604","Census Tract 316.04, King County, Washington","1822","79","null","null","13","19","null","null","345","null","100","null","886","null","125","null","412","null","93","null","166","null","56","null","245","null","85","null","0","null","17","null","157","null","56","null","51","null","45","null","37","null","35","null","0","17","null","null","479","null","86","null","13","null","19","null","99","null","55","null","265","null","77","null","71","null","49","null","31","null","28","null","320","null","83","null","0","null","17","null","22","23","null","null","148","null","71","null","121","null","57","null","29","null","23","null","778","null","85","null","0","null","17","null","67","null","70","null","422","null","83","null","183","null","65","null","106","null","46","null",
"1400000US53033031605","Census Tract 316.05, King County, Washington","1491","107","null","null","0","12","null","null","173","null","74","null","617","null","106","null","466","null","117","null","235","null","74","null","181","null","76","null","0","null","12","null","77","null","51","null","65","null","59","null","39","null","39","null","0","12","null","null","648","null","116","null","0","null","12","null","86","null","53","null","338","null","82","null","168","null","60","null","56","null","36","null","298","null","108","null","0","null","12","null","10","15","null","null","69","null","48","null","145","null","90","null","74","null","43","null","364","null","116","null","0","null","12","null","0","null","12","null","145","null","85","null","114","null","58","null","105","null","61","null",
"1400000US53033031703","Census Tract 317.03, King County, Washington","2528","142","null","null","113","73","null","null","615","null","147","null","855","null","167","null","605","null","160","null","340","null","125","null","576","null","137","null","113","null","73","null","320","null","117","null","112","null","62","null","0","null","17","null","31","34","null","null","821","null","177","null","0","null","17","null","141","null","76","null","454","null","145","null","196","null","73","null","30","null","37","null","488","null","148","null","0","null","17","null","108","86","null","null","81","null","59","null","248","null","117","null","51","null","47","null","643","null","159","null","0","null","17","null","46","null","72","null","208","null","85","null","161","null","88","null","228","null","89","null",
"1400000US53033031704","Census Tract 317.04, King County, Washington","1775","83","null","null","40","40","null","null","346","null","106","null","750","null","131","null","415","null","112","null","224","null","82","null","226","null","92","null","0","null","17","null","140","null","62","null","72","null","66","null","0","null","17","null","14","21","null","null","473","null","92","null","0","null","17","null","89","null","64","null","305","null","76","null","60","null","43","null","19","null","23","null","416","null","110","null","22","null","35","null","93","68","null","null","117","null","65","null","173","null","73","null","11","null","17","null","660","null","84","null","18","null","19","null","24","null","27","null","256","null","78","null","182","null","91","null","180","null","71","null",
"1400000US53033031705","Census Tract 317.05, King County, Washington","1429","90","null","null","6","16","null","null","237","null","81","null","537","null","112","null","416","null","88","null","233","null","95","null","183","null","78","null","0","null","12","null","132","null","59","null","10","null","15","null","35","null","40","null","6","11","null","null","545","null","98","null","0","null","12","null","56","null","52","null","255","null","89","null","145","null","57","null","89","null","49","null","272","null","75","null","0","null","12","null","17","20","null","null","107","null","53","null","115","null","57","null","33","null","32","null","429","null","79","null","6","null","16","null","32","null","30","null","165","null","70","null","121","null","71","null","105","null","73","null",
"1400000US53033031706","Census Tract 317.06, King County, Washington","2851","153","null","null","105","95","null","null","529","null","133","null","1212","null","221","null","560","null","148","null","445","null","169","null","617","null","171","null","86","null","88","null","333","null","116","null","140","null","105","null","58","null","53","null","0","17","null","null","881","null","203","null","0","null","17","null","117","null","72","null","504","null","175","null","152","null","83","null","108","null","104","null","419","null","170","null","19","null","31","null","45","49","null","null","140","null","113","null","110","null","74","null","105","null","99","null","934","null","143","null","0","null","17","null","34","null","39","null","428","null","120","null","240","null","82","null","232","null","137","null",
"1400000US53033031800","Census Tract 318, King County, Washington","1645","82","null","null","49","42","null","null","148","null","55","null","733","null","114","null","403","null","108","null","312","null","87","null","248","null","75","null","7","null","11","null","113","null","46","null","79","null","54","null","22","null","21","null","27","22","null","null","652","null","108","null","0","null","12","null","35","null","27","null","315","null","73","null","172","null","68","null","130","null","59","null","268","null","108","null","14","null","23","null","0","12","null","null","141","null","88","null","62","null","46","null","51","null","43","null","477","null","90","null","28","null","34","null","0","null","12","null","198","null","73","null","147","null","65","null","104","null","53","null",
"1400000US53033031903","Census Tract 319.03, King County, Washington","2527","138","null","null","53","50","null","null","500","null","164","null","887","null","173","null","722","null","172","null","365","null","115","null","391","null","130","null","13","null","20","null","213","null","112","null","150","null","79","null","15","null","25","null","0","17","null","null","807","null","176","null","40","null","45","null","165","null","96","null","287","null","120","null","212","null","129","null","103","null","71","null","564","null","153","null","0","null","17","null","93","82","null","null","90","null","86","null","302","null","110","null","79","null","56","null","765","null","113","null","0","null","17","null","29","null","33","null","360","null","97","null","193","null","78","null","183","null","83","null",
"1400000US53033031904","Census Tract 319.04, King County, Washington","1262","70","null","null","34","25","null","null","205","null","78","null","482","null","106","null","411","null","111","null","130","null","52","null","212","null","82","null","7","null","11","null","129","null","60","null","54","null","50","null","22","null","38","null","0","12","null","null","496","null","77","null","18","null","20","null","67","null","51","null","185","null","62","null","167","null","62","null","59","null","39","null","242","null","83","null","9","null","15","null","9","14","null","null","88","null","44","null","106","null","60","null","30","null","28","null","312","null","68","null","0","null","12","null","0","null","12","null","155","null","66","null","116","null","74","null","41","null","27","null",
