"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_001MA","B08201_001EA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010EA","B08201_010M","B08201_010MA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013EA","B08201_013M","B08201_013MA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015EA","B08201_015M","B08201_015MA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017EA","B08201_017M","B08201_017MA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025EA","B08201_025M","B08201_025MA","B08201_026E","B08201_026EA","B08201_026M","B08201_026MA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030EA","B08201_030M","B08201_030MA",
"1400000US53011040805","Census Tract 408.05, Clark County, Washington","2669","155","null","null","68","48","null","null","460","null","150","null","1302","null","193","null","475","null","158","null","364","null","125","null","346","null","114","null","9","null","15","null","195","null","108","null","107","null","68","null","35","null","41","null","0","17","null","null","1379","null","187","null","30","null","35","null","201","null","111","null","761","null","167","null","228","null","112","null","159","null","96","null","389","null","135","null","0","null","17","null","64","58","null","null","142","null","83","null","105","null","68","null","78","null","63","null","555","null","98","null","29","null","28","null","0","null","17","null","292","null","116","null","107","null","69","null","127","null","85","null",
"1400000US53011040806","Census Tract 408.06, Clark County, Washington","1648","43","null","null","35","36","null","null","226","null","67","null","761","null","123","null","406","null","95","null","220","null","71","null","351","null","87","null","25","null","28","null","154","null","50","null","137","null","78","null","19","null","21","null","16","19","null","null","547","null","94","null","10","null","17","null","72","null","43","null","359","null","95","null","106","null","48","null","0","null","12","null","252","null","73","null","0","null","12","null","0","12","null","null","81","null","46","null","95","null","49","null","76","null","50","null","498","null","74","null","0","null","12","null","0","null","12","null","184","null","79","null","186","null","65","null","128","null","46","null",
"1400000US53011040808","Census Tract 408.08, Clark County, Washington","666","30","null","null","12","11","null","null","222","null","52","null","210","null","61","null","121","null","46","null","101","null","40","null","176","null","48","null","7","null","8","null","136","null","40","null","21","null","24","null","12","null","11","null","0","12","null","null","176","null","47","null","0","null","12","null","57","null","30","null","71","null","32","null","43","null","32","null","5","null","8","null","131","null","47","null","5","null","8","null","15","18","null","null","56","null","44","null","18","null","15","null","37","null","29","null","183","null","47","null","0","null","12","null","14","null","22","null","62","null","33","null","48","null","32","null","59","null","30","null",
"1400000US53011040809","Census Tract 408.09, Clark County, Washington","2047","140","null","null","58","54","null","null","493","null","161","null","908","null","158","null","438","null","119","null","150","null","71","null","312","null","132","null","0","null","17","null","206","null","97","null","106","null","87","null","0","null","17","null","0","17","null","null","795","null","163","null","34","null","39","null","146","null","100","null","383","null","108","null","192","null","81","null","40","null","64","null","373","null","156","null","0","null","17","null","115","100","null","null","124","null","89","null","74","null","63","null","60","null","76","null","567","null","144","null","24","null","38","null","26","null","36","null","295","null","131","null","172","null","89","null","50","null","49","null",
"1400000US53011040810","Census Tract 408.10, Clark County, Washington","1181","101","null","null","27","23","null","null","283","null","85","null","438","null","125","null","318","null","94","null","115","null","65","null","288","null","102","null","8","null","12","null","227","null","82","null","53","null","60","null","0","null","12","null","0","12","null","null","351","null","93","null","15","null","18","null","38","null","29","null","156","null","67","null","142","null","77","null","0","null","12","null","166","null","67","null","0","null","12","null","18","29","null","null","105","null","48","null","43","null","33","null","0","null","12","null","376","null","71","null","4","null","11","null","0","null","12","null","124","null","76","null","133","null","67","null","115","null","65","null",
"1400000US53011040904","Census Tract 409.04, Clark County, Washington","2529","92","null","null","142","107","null","null","823","null","185","null","1081","null","154","null","215","null","98","null","268","null","119","null","587","null","169","null","43","null","46","null","430","null","154","null","114","null","72","null","0","null","17","null","0","17","null","null","990","null","195","null","99","null","96","null","342","null","164","null","423","null","123","null","90","null","79","null","36","null","44","null","275","null","113","null","0","null","17","null","29","46","null","null","85","null","69","null","69","null","65","null","92","null","60","null","677","null","141","null","0","null","17","null","22","null","35","null","459","null","111","null","56","null","51","null","140","null","90","null",
"1400000US53011040905","Census Tract 409.05, Clark County, Washington","1215","77","null","null","31","28","null","null","128","null","70","null","549","null","96","null","285","null","79","null","222","null","77","null","153","null","77","null","21","null","24","null","75","null","64","null","32","null","28","null","12","null","18","null","13","21","null","null","627","null","94","null","10","null","15","null","34","null","31","null","335","null","88","null","174","null","63","null","74","null","53","null","120","null","51","null","0","null","12","null","8","12","null","null","47","null","35","null","47","null","29","null","18","null","20","null","315","null","64","null","0","null","12","null","11","null","18","null","135","null","46","null","52","null","36","null","117","null","45","null",
"1400000US53011040907","Census Tract 409.07, Clark County, Washington","2104","95","null","null","0","17","null","null","197","null","69","null","1200","null","141","null","542","null","115","null","165","null","62","null","219","null","78","null","0","null","17","null","127","null","58","null","74","null","44","null","9","null","16","null","9","14","null","null","827","null","105","null","0","null","17","null","55","null","30","null","503","null","97","null","237","null","70","null","32","null","33","null","337","null","95","null","0","null","17","null","0","17","null","null","160","null","75","null","137","null","56","null","40","null","24","null","721","null","123","null","0","null","17","null","15","null","24","null","463","null","111","null","159","null","80","null","84","null","48","null",
"1400000US53011040908","Census Tract 409.08, Clark County, Washington","2352","136","null","null","35","34","null","null","433","null","166","null","1204","null","188","null","422","null","151","null","258","null","116","null","314","null","127","null","27","null","30","null","180","null","104","null","95","null","89","null","12","null","19","null","0","17","null","null","779","null","153","null","8","null","13","null","98","null","56","null","425","null","118","null","189","null","88","null","59","null","56","null","416","null","158","null","0","null","17","null","155","118","null","null","134","null","88","null","76","null","67","null","51","null","41","null","843","null","163","null","0","null","17","null","0","null","17","null","550","null","132","null","145","null","93","null","148","null","94","null",
"1400000US53011040909","Census Tract 409.09, Clark County, Washington","2213","117","null","null","15","24","null","null","712","null","187","null","1043","null","210","null","346","null","134","null","97","null","73","null","612","null","179","null","15","null","24","null","529","null","180","null","68","null","56","null","0","null","17","null","0","17","null","null","955","null","167","null","0","null","17","null","103","null","63","null","687","null","188","null","146","null","71","null","19","null","30","null","238","null","129","null","0","null","17","null","28","43","null","null","96","null","74","null","104","null","89","null","10","null","17","null","408","null","68","null","0","null","17","null","52","null","67","null","192","null","90","null","96","null","57","null","68","null","63","null",
"1400000US53011040910","Census Tract 409.10, Clark County, Washington","1498","53","null","null","23","26","null","null","339","null","90","null","711","null","118","null","273","null","86","null","152","null","66","null","182","null","56","null","13","null","20","null","146","null","50","null","23","null","25","null","0","null","12","null","0","12","null","null","406","null","87","null","10","null","16","null","103","null","52","null","228","null","72","null","47","null","31","null","18","null","22","null","382","null","103","null","0","null","12","null","57","54","null","null","177","null","89","null","131","null","67","null","17","null","19","null","528","null","73","null","0","null","12","null","33","null","31","null","283","null","71","null","95","null","48","null","117","null","58","null",
"1400000US53011041003","Census Tract 410.03, Clark County, Washington","1578","87","null","null","21","20","null","null","371","null","101","null","753","null","123","null","348","null","110","null","85","null","49","null","392","null","88","null","8","null","14","null","275","null","87","null","44","null","36","null","65","null","45","null","0","12","null","null","663","null","115","null","13","null","14","null","71","null","45","null","430","null","113","null","102","null","50","null","47","null","36","null","160","null","74","null","0","null","12","null","25","23","null","null","93","null","66","null","42","null","33","null","0","null","12","null","363","null","86","null","0","null","12","null","0","null","12","null","186","null","57","null","139","null","81","null","38","null","32","null",
"1400000US53011041005","Census Tract 410.05, Clark County, Washington","989","69","null","null","40","37","null","null","393","null","89","null","324","null","69","null","151","null","58","null","81","null","46","null","290","null","75","null","21","null","25","null","211","null","63","null","25","null","17","null","22","null","24","null","11","11","null","null","319","null","88","null","0","null","12","null","81","null","56","null","164","null","51","null","34","null","27","null","40","null","46","null","200","null","77","null","19","null","29","null","77","65","null","null","45","null","24","null","54","null","37","null","5","null","10","null","180","null","56","null","0","null","12","null","24","null","34","null","90","null","42","null","41","null","30","null","25","null","25","null",
"1400000US53011041007","Census Tract 410.07, Clark County, Washington","1373","54","null","null","0","12","null","null","427","null","114","null","676","null","87","null","140","null","73","null","130","null","64","null","304","null","86","null","0","null","12","null","209","null","79","null","60","null","44","null","35","null","51","null","0","12","null","null","524","null","82","null","0","null","12","null","106","null","62","null","347","null","71","null","58","null","29","null","13","null","21","null","267","null","89","null","0","null","12","null","76","68","null","null","86","null","50","null","34","null","29","null","71","null","54","null","278","null","64","null","0","null","12","null","36","null","29","null","183","null","60","null","13","null","19","null","46","null","31","null",
"1400000US53011041008","Census Tract 410.08, Clark County, Washington","1457","64","null","null","11","16","null","null","228","null","82","null","606","null","92","null","474","null","103","null","138","null","67","null","190","null","70","null","11","null","16","null","128","null","60","null","39","null","35","null","12","null","19","null","0","12","null","null","633","null","93","null","0","null","12","null","35","null","27","null","395","null","77","null","185","null","71","null","18","null","21","null","180","null","47","null","0","null","12","null","17","19","null","null","18","null","20","null","130","null","44","null","15","null","23","null","454","null","90","null","0","null","12","null","48","null","52","null","154","null","75","null","147","null","64","null","105","null","61","null",
"1400000US53011041009","Census Tract 410.09, Clark County, Washington","1706","103","null","null","216","89","null","null","609","null","134","null","591","null","98","null","196","null","65","null","94","null","50","null","616","null","125","null","189","null","90","null","312","null","89","null","104","null","58","null","11","null","17","null","0","12","null","null","634","null","117","null","27","null","21","null","191","null","72","null","346","null","84","null","61","null","41","null","9","null","14","null","215","null","89","null","0","null","12","null","96","75","null","null","76","null","45","null","11","null","19","null","32","null","28","null","241","null","69","null","0","null","12","null","10","null","16","null","65","null","43","null","113","null","53","null","53","null","43","null",
"1400000US53011041010","Census Tract 410.10, Clark County, Washington","1792","129","null","null","81","46","null","null","639","null","114","null","825","null","126","null","169","null","72","null","78","null","45","null","568","null","115","null","53","null","36","null","422","null","94","null","81","null","50","null","12","null","17","null","0","12","null","null","662","null","160","null","20","null","22","null","149","null","71","null","451","null","145","null","33","null","39","null","9","null","14","null","295","null","108","null","8","null","14","null","50","54","null","null","146","null","86","null","65","null","43","null","26","null","26","null","267","null","87","null","0","null","12","null","18","null","30","null","147","null","69","null","59","null","45","null","43","null","36","null",
"1400000US53011041011","Census Tract 410.11, Clark County, Washington","1389","46","null","null","33","28","null","null","394","null","107","null","671","null","106","null","201","null","90","null","90","null","60","null","424","null","112","null","4","null","8","null","315","null","98","null","85","null","54","null","10","null","15","null","10","16","null","null","537","null","107","null","22","null","26","null","45","null","29","null","348","null","100","null","85","null","69","null","37","null","44","null","184","null","82","null","0","null","12","null","21","26","null","null","97","null","60","null","45","null","37","null","21","null","26","null","244","null","68","null","7","null","11","null","13","null","20","null","141","null","58","null","61","null","47","null","22","null","22","null",
"1400000US53011041104","Census Tract 411.04, Clark County, Washington","1347","85","null","null","89","50","null","null","385","null","98","null","501","null","108","null","228","null","69","null","144","null","69","null","324","null","91","null","71","null","47","null","211","null","76","null","42","null","37","null","0","null","12","null","0","12","null","null","319","null","109","null","0","null","12","null","104","null","80","null","171","null","59","null","25","null","24","null","19","null","21","null","285","null","90","null","18","null","21","null","46","35","null","null","96","null","53","null","79","null","59","null","46","null","45","null","419","null","73","null","0","null","12","null","24","null","24","null","192","null","69","null","124","null","57","null","79","null","56","null",
"1400000US53011041105","Census Tract 411.05, Clark County, Washington","2259","111","null","null","38","39","null","null","731","null","174","null","766","null","176","null","427","null","131","null","297","null","136","null","593","null","149","null","8","null","14","null","490","null","146","null","83","null","58","null","12","null","19","null","0","17","null","null","729","null","151","null","17","null","27","null","169","null","78","null","340","null","122","null","139","null","80","null","64","null","50","null","464","null","154","null","0","null","17","null","47","56","null","null","171","null","97","null","160","null","100","null","86","null","98","null","473","null","128","null","13","null","24","null","25","null","33","null","172","null","99","null","116","null","62","null","147","null","97","null",
"1400000US53011041107","Census Tract 411.07, Clark County, Washington","1082","33","null","null","44","29","null","null","329","null","65","null","415","null","78","null","172","null","59","null","122","null","46","null","279","null","66","null","6","null","9","null","211","null","60","null","48","null","31","null","9","null","13","null","5","8","null","null","416","null","69","null","22","null","21","null","60","null","30","null","235","null","63","null","90","null","51","null","9","null","10","null","187","null","65","null","16","null","18","null","16","18","null","null","74","null","47","null","66","null","40","null","15","null","18","null","200","null","52","null","0","null","12","null","42","null","34","null","58","null","33","null","7","null","11","null","93","null","47","null",
"1400000US53011041108","Census Tract 411.08, Clark County, Washington","3111","226","null","null","532","170","null","null","1415","null","254","null","762","null","184","null","261","null","106","null","141","null","92","null","1551","null","220","null","496","null","173","null","910","null","198","null","130","null","92","null","15","null","23","null","0","17","null","null","754","null","177","null","36","null","41","null","367","null","140","null","277","null","108","null","48","null","42","null","26","null","30","null","413","null","159","null","0","null","17","null","44","48","null","null","203","null","146","null","129","null","83","null","37","null","46","null","393","null","89","null","0","null","17","null","94","null","91","null","152","null","83","null","69","null","52","null","78","null","73","null",
"1400000US53011041110","Census Tract 411.10, Clark County, Washington","2396","150","null","null","24","23","null","null","485","null","178","null","1224","null","216","null","339","null","115","null","324","null","107","null","262","null","125","null","16","null","26","null","147","null","94","null","69","null","56","null","15","null","24","null","15","24","null","null","923","null","172","null","0","null","17","null","164","null","108","null","654","null","178","null","60","null","46","null","45","null","46","null","329","null","150","null","0","null","17","null","16","27","null","null","193","null","111","null","73","null","66","null","47","null","53","null","882","null","157","null","8","null","13","null","158","null","101","null","308","null","130","null","191","null","88","null","217","null","90","null",
"1400000US53011041111","Census Tract 411.11, Clark County, Washington","1263","104","null","null","30","29","null","null","622","null","145","null","514","null","116","null","82","null","67","null","15","null","25","null","241","null","82","null","19","null","21","null","185","null","72","null","37","null","35","null","0","null","12","null","0","12","null","null","357","null","112","null","11","null","19","null","178","null","108","null","159","null","74","null","9","null","15","null","0","null","12","null","175","null","87","null","0","null","12","null","103","73","null","null","47","null","45","null","25","null","28","null","0","null","12","null","490","null","121","null","0","null","12","null","156","null","88","null","271","null","86","null","48","null","60","null","15","null","25","null",
"1400000US53011041112","Census Tract 411.12, Clark County, Washington","2512","114","null","null","162","116","null","null","967","null","206","null","772","null","212","null","273","null","138","null","338","null","135","null","635","null","153","null","86","null","87","null","478","null","143","null","71","null","61","null","0","null","17","null","0","17","null","null","888","null","171","null","76","null","87","null","161","null","89","null","479","null","151","null","94","null","83","null","78","null","60","null","467","null","238","null","0","null","17","null","207","164","null","null","143","null","143","null","75","null","73","null","42","null","63","null","522","null","126","null","0","null","17","null","121","null","92","null","79","null","72","null","104","null","90","null","218","null","101","null",
"1400000US53011041201","Census Tract 412.01, Clark County, Washington","2700","216","null","null","54","50","null","null","1060","null","214","null","1024","null","235","null","349","null","118","null","213","null","103","null","844","null","216","null","34","null","44","null","704","null","205","null","42","null","46","null","42","null","42","null","22","39","null","null","951","null","186","null","0","null","17","null","199","null","106","null","520","null","129","null","166","null","86","null","66","null","57","null","394","null","161","null","0","null","17","null","61","62","null","null","237","null","145","null","63","null","51","null","33","null","38","null","511","null","131","null","20","null","23","null","96","null","77","null","225","null","133","null","78","null","70","null","92","null","69","null",
"1400000US53011041203","Census Tract 412.03, Clark County, Washington","1880","75","null","null","122","57","null","null","623","null","130","null","829","null","141","null","161","null","62","null","145","null","59","null","471","null","126","null","86","null","48","null","294","null","115","null","56","null","53","null","11","null","18","null","24","22","null","null","569","null","118","null","16","null","20","null","117","null","79","null","358","null","108","null","62","null","36","null","16","null","18","null","427","null","136","null","9","null","16","null","129","73","null","null","191","null","100","null","45","null","33","null","53","null","42","null","413","null","100","null","11","null","18","null","83","null","54","null","224","null","84","null","43","null","30","null","52","null","36","null",
"1400000US53011041205","Census Tract 412.05, Clark County, Washington","2123","148","null","null","119","64","null","null","732","null","168","null","1068","null","190","null","149","null","78","null","55","null","49","null","643","null","142","null","111","null","60","null","393","null","123","null","139","null","95","null","0","null","17","null","0","17","null","null","601","null","159","null","8","null","15","null","178","null","105","null","390","null","150","null","10","null","17","null","15","null","26","null","553","null","153","null","0","null","17","null","146","78","null","null","300","null","145","null","107","null","66","null","0","null","17","null","326","null","141","null","0","null","17","null","15","null","25","null","239","null","125","null","32","null","38","null","40","null","43","null",
"1400000US53011041206","Census Tract 412.06, Clark County, Washington","2068","72","null","null","18","28","null","null","604","null","154","null","916","null","171","null","390","null","144","null","140","null","67","null","413","null","124","null","18","null","28","null","234","null","98","null","47","null","46","null","97","null","73","null","17","27","null","null","719","null","151","null","0","null","17","null","234","null","120","null","359","null","119","null","97","null","69","null","29","null","32","null","449","null","132","null","0","null","17","null","98","68","null","null","260","null","115","null","81","null","61","null","10","null","17","null","487","null","145","null","0","null","17","null","38","null","52","null","250","null","106","null","115","null","105","null","84","null","51","null",
"1400000US53011041309","Census Tract 413.09, Clark County, Washington","1875","90","null","null","84","62","null","null","640","null","115","null","772","null","103","null","221","null","65","null","158","null","72","null","448","null","106","null","67","null","58","null","326","null","93","null","46","null","35","null","9","null","13","null","0","12","null","null","757","null","108","null","0","null","12","null","191","null","82","null","488","null","99","null","53","null","32","null","25","null","24","null","323","null","95","null","17","null","22","null","56","51","null","null","125","null","59","null","96","null","49","null","29","null","27","null","347","null","98","null","0","null","12","null","67","null","40","null","113","null","51","null","63","null","52","null","104","null","58","null",
"1400000US53011041310","Census Tract 413.10, Clark County, Washington","2405","123","null","null","295","118","null","null","878","null","171","null","805","null","170","null","311","null","104","null","116","null","75","null","1017","null","199","null","272","null","124","null","580","null","151","null","144","null","71","null","14","null","23","null","7","13","null","null","852","null","145","null","23","null","42","null","190","null","76","null","497","null","138","null","114","null","58","null","28","null","32","null","267","null","93","null","0","null","12","null","66","51","null","null","89","null","69","null","80","null","54","null","32","null","35","null","269","null","89","null","0","null","12","null","42","null","66","null","75","null","58","null","103","null","56","null","49","null","48","null",
"1400000US53011041312","Census Tract 413.12, Clark County, Washington","1834","132","null","null","115","80","null","null","716","null","146","null","702","null","122","null","186","null","87","null","115","null","84","null","552","null","122","null","75","null","65","null","433","null","100","null","28","null","26","null","7","null","12","null","9","15","null","null","637","null","132","null","8","null","12","null","154","null","82","null","421","null","108","null","37","null","31","null","17","null","27","null","275","null","107","null","32","null","44","null","43","28","null","null","148","null","62","null","23","null","35","null","29","null","31","null","370","null","121","null","0","null","12","null","86","null","76","null","105","null","68","null","119","null","79","null","60","null","57","null",
"1400000US53011041313","Census Tract 413.13, Clark County, Washington","1024","91","null","null","96","48","null","null","378","null","96","null","353","null","92","null","168","null","78","null","29","null","29","null","240","null","72","null","62","null","42","null","166","null","61","null","12","null","18","null","0","null","12","null","0","12","null","null","282","null","80","null","34","null","28","null","76","null","46","null","122","null","53","null","34","null","31","null","16","null","19","null","293","null","84","null","0","null","12","null","87","47","null","null","100","null","68","null","100","null","60","null","6","null","13","null","209","null","70","null","0","null","12","null","49","null","51","null","119","null","56","null","34","null","30","null","7","null","13","null",
"1400000US53011041317","Census Tract 413.17, Clark County, Washington","2516","89","null","null","222","112","null","null","938","null","188","null","890","null","178","null","293","null","118","null","173","null","78","null","773","null","184","null","176","null","101","null","408","null","124","null","142","null","111","null","33","null","52","null","14","22","null","null","1070","null","186","null","46","null","52","null","358","null","168","null","533","null","141","null","122","null","79","null","11","null","18","null","397","null","131","null","0","null","17","null","124","77","null","null","118","null","79","null","83","null","65","null","72","null","53","null","276","null","92","null","0","null","17","null","48","null","39","null","97","null","56","null","55","null","46","null","76","null","49","null",
"1400000US53011041318","Census Tract 413.18, Clark County, Washington","2148","98","null","null","45","31","null","null","922","null","163","null","728","null","155","null","353","null","114","null","100","null","50","null","583","null","117","null","31","null","27","null","487","null","115","null","65","null","42","null","0","null","17","null","0","17","null","null","691","null","164","null","0","null","17","null","179","null","75","null","432","null","139","null","80","null","52","null","0","null","17","null","416","null","134","null","0","null","17","null","50","52","null","null","100","null","68","null","225","null","104","null","41","null","27","null","458","null","92","null","14","null","18","null","206","null","104","null","131","null","50","null","48","null","31","null","59","null","41","null",
"1400000US53011041319","Census Tract 413.19, Clark County, Washington","2146","98","null","null","31","34","null","null","613","null","157","null","958","null","154","null","427","null","118","null","117","null","63","null","406","null","119","null","14","null","21","null","264","null","96","null","112","null","88","null","16","null","26","null","0","17","null","null","776","null","147","null","17","null","27","null","163","null","78","null","503","null","126","null","93","null","68","null","0","null","17","null","376","null","126","null","0","null","17","null","45","35","null","null","121","null","80","null","178","null","76","null","32","null","34","null","588","null","112","null","0","null","17","null","141","null","88","null","222","null","92","null","140","null","69","null","85","null","53","null",
"1400000US53011041320","Census Tract 413.20, Clark County, Washington","2179","151","null","null","35","40","null","null","786","null","193","null","850","null","182","null","283","null","125","null","225","null","105","null","485","null","157","null","0","null","17","null","420","null","143","null","65","null","54","null","0","null","17","null","0","17","null","null","745","null","174","null","35","null","40","null","171","null","85","null","461","null","146","null","45","null","41","null","33","null","52","null","309","null","141","null","0","null","17","null","42","48","null","null","80","null","56","null","133","null","111","null","54","null","48","null","640","null","143","null","0","null","17","null","153","null","112","null","244","null","127","null","105","null","66","null","138","null","86","null",
"1400000US53011041321","Census Tract 413.21, Clark County, Washington","1006","87","null","null","10","15","null","null","263","null","89","null","493","null","104","null","170","null","61","null","70","null","37","null","193","null","83","null","10","null","15","null","162","null","77","null","21","null","25","null","0","null","12","null","0","12","null","null","374","null","80","null","0","null","12","null","101","null","53","null","209","null","69","null","42","null","34","null","22","null","24","null","140","null","47","null","0","null","12","null","0","12","null","null","76","null","35","null","44","null","25","null","20","null","22","null","299","null","93","null","0","null","12","null","0","null","12","null","187","null","78","null","84","null","45","null","28","null","23","null",
"1400000US53011041322","Census Tract 413.22, Clark County, Washington","1964","70","null","null","201","84","null","null","660","null","136","null","864","null","142","null","156","null","68","null","83","null","39","null","539","null","109","null","171","null","69","null","309","null","77","null","50","null","32","null","9","null","14","null","0","12","null","null","758","null","126","null","22","null","34","null","188","null","92","null","486","null","105","null","45","null","32","null","17","null","19","null","252","null","90","null","8","null","12","null","77","52","null","null","117","null","63","null","30","null","29","null","20","null","24","null","415","null","85","null","0","null","12","null","86","null","62","null","211","null","87","null","72","null","47","null","46","null","34","null",
"1400000US53011041323","Census Tract 413.23, Clark County, Washington","2235","108","null","null","58","69","null","null","701","null","159","null","1155","null","188","null","265","null","114","null","56","null","52","null","507","null","139","null","58","null","69","null","353","null","104","null","96","null","80","null","0","null","17","null","0","17","null","null","813","null","161","null","0","null","17","null","187","null","96","null","553","null","141","null","33","null","40","null","40","null","44","null","318","null","142","null","0","null","17","null","46","52","null","null","237","null","110","null","35","null","39","null","0","null","17","null","597","null","177","null","0","null","17","null","115","null","96","null","269","null","140","null","197","null","107","null","16","null","26","null",
"1400000US53011041325","Census Tract 413.25, Clark County, Washington","1953","97","null","null","19","21","null","null","403","null","101","null","1094","null","112","null","286","null","75","null","151","null","56","null","274","null","84","null","11","null","16","null","190","null","75","null","63","null","44","null","10","null","16","null","0","17","null","null","685","null","111","null","0","null","17","null","145","null","56","null","437","null","96","null","93","null","46","null","10","null","16","null","363","null","92","null","8","null","13","null","48","33","null","null","175","null","66","null","102","null","50","null","30","null","30","null","631","null","69","null","0","null","17","null","20","null","22","null","419","null","58","null","81","null","39","null","111","null","53","null",
"1400000US53011041326","Census Tract 413.26, Clark County, Washington","817","47","null","null","8","11","null","null","202","null","58","null","353","null","64","null","168","null","42","null","86","null","39","null","185","null","59","null","0","null","12","null","120","null","52","null","58","null","31","null","7","null","10","null","0","12","null","null","237","null","58","null","0","null","12","null","50","null","24","null","128","null","47","null","46","null","29","null","13","null","13","null","117","null","48","null","0","null","12","null","15","16","null","null","45","null","41","null","38","null","20","null","19","null","19","null","278","null","49","null","8","null","11","null","17","null","15","null","122","null","39","null","77","null","30","null","54","null","34","null",
"1400000US53011041327","Census Tract 413.27, Clark County, Washington","2759","71","null","null","33","40","null","null","457","null","147","null","1114","null","180","null","824","null","146","null","331","null","115","null","338","null","126","null","19","null","31","null","236","null","115","null","52","null","48","null","15","null","26","null","16","25","null","null","759","null","153","null","0","null","17","null","148","null","89","null","315","null","104","null","282","null","116","null","14","null","23","null","526","null","159","null","0","null","17","null","15","25","null","null","228","null","117","null","208","null","112","null","75","null","67","null","1136","null","171","null","14","null","24","null","58","null","84","null","519","null","115","null","319","null","127","null","226","null","106","null",
"1400000US53011041328","Census Tract 413.28, Clark County, Washington","2681","46","null","null","147","79","null","null","805","null","163","null","1298","null","151","null","353","null","125","null","78","null","62","null","729","null","146","null","147","null","79","null","434","null","131","null","129","null","77","null","0","null","17","null","19","30","null","null","914","null","161","null","0","null","17","null","264","null","101","null","620","null","145","null","30","null","34","null","0","null","17","null","522","null","138","null","0","null","17","null","107","75","null","null","197","null","87","null","218","null","88","null","0","null","17","null","516","null","133","null","0","null","17","null","0","null","17","null","352","null","113","null","105","null","77","null","59","null","59","null",
"1400000US53011041329","Census Tract 413.29, Clark County, Washington","2048","88","null","null","369","104","null","null","617","null","133","null","788","null","146","null","227","null","83","null","47","null","41","null","756","null","122","null","327","null","100","null","361","null","108","null","58","null","38","null","10","null","16","null","0","12","null","null","688","null","125","null","35","null","49","null","210","null","89","null","408","null","112","null","18","null","20","null","17","null","26","null","260","null","103","null","0","null","12","null","31","42","null","null","135","null","77","null","94","null","49","null","0","null","12","null","344","null","61","null","7","null","11","null","15","null","22","null","187","null","66","null","105","null","62","null","30","null","31","null",
"1400000US53011041330","Census Tract 413.30, Clark County, Washington","1564","91","null","null","17","19","null","null","330","null","91","null","651","null","94","null","380","null","113","null","186","null","75","null","294","null","83","null","8","null","13","null","228","null","76","null","58","null","32","null","0","null","12","null","0","12","null","null","436","null","103","null","9","null","13","null","59","null","54","null","221","null","76","null","113","null","62","null","34","null","32","null","347","null","112","null","0","null","12","null","11","16","null","null","93","null","54","null","186","null","91","null","57","null","54","null","487","null","62","null","0","null","12","null","32","null","32","null","279","null","69","null","81","null","47","null","95","null","53","null",
"1400000US53011041331","Census Tract 413.31, Clark County, Washington","920","67","null","null","6","9","null","null","330","null","70","null","355","null","78","null","165","null","56","null","64","null","40","null","188","null","63","null","0","null","12","null","171","null","61","null","17","null","13","null","0","null","12","null","0","12","null","null","297","null","83","null","6","null","9","null","105","null","47","null","148","null","61","null","22","null","18","null","16","null","25","null","153","null","66","null","0","null","12","null","20","24","null","null","88","null","53","null","45","null","37","null","0","null","12","null","282","null","64","null","0","null","12","null","34","null","30","null","102","null","47","null","98","null","42","null","48","null","30","null",
"1400000US53011041332","Census Tract 413.32, Clark County, Washington","1211","49","null","null","24","29","null","null","282","null","82","null","412","null","95","null","323","null","116","null","170","null","71","null","189","null","77","null","24","null","29","null","116","null","57","null","28","null","27","null","21","null","24","null","0","12","null","null","415","null","86","null","0","null","12","null","50","null","49","null","226","null","72","null","77","null","58","null","62","null","44","null","245","null","98","null","0","null","12","null","28","27","null","null","76","null","46","null","106","null","67","null","35","null","37","null","362","null","85","null","0","null","12","null","88","null","77","null","82","null","57","null","119","null","66","null","73","null","50","null",
