"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003M","B08201_003MA","B08201_003EA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005M","B08201_005MA","B08201_005EA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011M","B08201_011MA","B08201_011EA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014M","B08201_014MA","B08201_014EA","B08201_015E","B08201_015EA","B08201_015M","B08201_015MA","B08201_016E","B08201_016EA","B08201_016M","B08201_016MA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021EA","B08201_021M","B08201_021MA","B08201_022E","B08201_022M","B08201_022MA","B08201_022EA","B08201_023E","B08201_023M","B08201_023MA","B08201_023EA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026EA","B08201_026M","B08201_026MA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028M","B08201_028MA","B08201_028EA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53055960400","Census Tract 9604, San Juan County, Washington","1494","null","112","null","125","43","null","null","529","82","null","null","595","null","102","null","156","45","null","null","89","null","31","null","580","null","91","null","102","38","null","null","371","null","73","null","89","35","null","null","18","17","null","null","0","12","null","null","472","77","null","null","23","21","null","null","128","null","34","null","230","null","53","null","64","30","null","null","27","18","null","null","166","null","49","null","0","null","12","null","12","null","8","null","102","40","null","null","32","19","null","null","20","15","null","null","276","82","null","null","0","null","12","null","18","null","14","null","174","76","null","null","42","19","null","null","42","25","null","null",
"1400000US53055960500","Census Tract 9605, San Juan County, Washington","1418","null","88","null","52","17","null","null","416","62","null","null","592","null","73","null","228","44","null","null","130","null","32","null","429","null","66","null","26","12","null","null","253","null","49","null","119","35","null","null","4","4","null","null","27","20","null","null","706","60","null","null","22","10","null","null","99","null","28","null","370","null","54","null","157","33","null","null","58","23","null","null","138","null","38","null","0","null","12","null","31","null","24","null","51","21","null","null","33","21","null","null","23","13","null","null","145","37","null","null","4","null","5","null","33","null","23","null","52","24","null","null","34","19","null","null","22","12","null","null",
"1400000US53055990100","Census Tract 9901, San Juan County, Washington","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US53057940200","Census Tract 9402, Skagit County, Washington","988","null","43","null","12","10","null","null","277","39","null","null","507","null","53","null","151","29","null","null","41","null","15","null","212","null","30","null","7","7","null","null","162","null","28","null","41","15","null","null","2","3","null","null","0","12","null","null","547","45","null","null","5","6","null","null","87","null","26","null","356","null","43","null","84","25","null","null","15","9","null","null","95","null","23","null","0","null","12","null","18","null","16","null","55","22","null","null","19","12","null","null","3","4","null","null","134","23","null","null","0","null","12","null","10","null","7","null","55","18","null","null","46","16","null","null","23","13","null","null",
"1400000US53057940300","Census Tract 9403, Skagit County, Washington","2034","null","87","null","44","21","null","null","443","55","null","null","868","null","62","null","463","51","null","null","216","null","35","null","451","null","53","null","19","13","null","null","275","null","43","null","90","25","null","null","37","21","null","null","30","22","null","null","1035","73","null","null","20","14","null","null","134","null","38","null","594","null","54","null","220","33","null","null","67","17","null","null","238","null","43","null","3","null","4","null","22","null","12","null","75","24","null","null","88","26","null","null","50","17","null","null","310","41","null","null","2","null","3","null","12","null","8","null","109","34","null","null","118","24","null","null","69","17","null","null",
"1400000US53057940400","Census Tract 9404, Skagit County, Washington","2815","null","74","null","70","21","null","null","733","61","null","null","1252","null","62","null","561","62","null","null","199","null","35","null","641","null","53","null","45","18","null","null","437","null","44","null","136","28","null","null","16","10","null","null","7","5","null","null","1233","83","null","null","15","9","null","null","233","null","44","null","715","null","55","null","210","36","null","null","60","17","null","null","351","null","47","null","7","null","6","null","27","null","14","null","183","35","null","null","109","28","null","null","25","11","null","null","590","56","null","null","3","null","5","null","36","null","16","null","218","35","null","null","226","42","null","null","107","31","null","null",
"1400000US53057940500","Census Tract 9405, Skagit County, Washington","1104","null","54","null","178","38","null","null","411","49","null","null","360","null","50","null","114","34","null","null","41","null","18","null","395","null","46","null","143","34","null","null","207","null","37","null","34","19","null","null","11","9","null","null","0","12","null","null","350","49","null","null","16","15","null","null","114","null","39","null","177","null","29","null","37","13","null","null","6","6","null","null","175","null","38","null","19","null","14","null","51","null","22","null","53","23","null","null","34","19","null","null","18","15","null","null","184","39","null","null","0","null","12","null","39","null","26","null","96","37","null","null","32","16","null","null","17","9","null","null",
"1400000US53057940600","Census Tract 9406, Skagit County, Washington","765","null","56","null","119","27","null","null","308","50","null","null","235","null","40","null","49","17","null","null","54","null","22","null","349","null","42","null","101","24","null","null","208","null","46","null","23","11","null","null","8","8","null","null","9","9","null","null","267","39","null","null","15","9","null","null","72","null","25","null","145","null","28","null","20","10","null","null","15","13","null","null","74","null","25","null","3","null","4","null","23","null","12","null","35","19","null","null","4","6","null","null","9","7","null","null","75","22","null","null","0","null","12","null","5","null","5","null","32","19","null","null","17","10","null","null","21","11","null","null",
"1400000US53057940700","Census Tract 9407, Skagit County, Washington","688","null","36","null","29","13","null","null","268","41","null","null","243","null","32","null","110","30","null","null","38","null","15","null","218","null","30","null","19","10","null","null","155","null","28","null","33","18","null","null","9","6","null","null","2","3","null","null","290","31","null","null","10","8","null","null","92","null","23","null","125","null","24","null","50","19","null","null","13","9","null","null","94","null","24","null","0","null","12","null","15","null","12","null","34","17","null","null","39","21","null","null","6","6","null","null","86","16","null","null","0","null","12","null","6","null","6","null","51","14","null","null","12","8","null","null","17","9","null","null",
"1400000US53057940800","Census Tract 9408, Skagit County, Washington","1293","null","81","null","40","22","null","null","386","50","null","null","557","null","52","null","244","52","null","null","66","null","17","null","293","null","41","null","25","17","null","null","181","null","33","null","73","24","null","null","10","7","null","null","4","5","null","null","611","56","null","null","12","11","null","null","118","null","31","null","323","null","38","null","137","32","null","null","21","10","null","null","120","null","27","null","3","null","4","null","33","null","19","null","42","15","null","null","29","13","null","null","13","9","null","null","269","60","null","null","0","null","12","null","54","null","32","null","119","30","null","null","68","35","null","null","28","10","null","null",
"1400000US53057950100","Census Tract 9501, Skagit County, Washington","404","null","37","null","17","12","null","null","118","27","null","null","172","null","31","null","55","18","null","null","42","null","15","null","135","null","31","null","11","9","null","null","57","null","21","null","55","23","null","null","10","7","null","null","2","2","null","null","206","29","null","null","6","6","null","null","45","null","17","null","92","null","18","null","38","13","null","null","25","12","null","null","30","null","17","null","0","null","12","null","10","null","9","null","15","11","null","null","5","7","null","null","0","12","null","null","33","10","null","null","0","null","12","null","6","null","5","null","10","7","null","null","2","3","null","null","15","9","null","null",
"1400000US53057950800","Census Tract 9508, Skagit County, Washington","2412","null","125","null","116","64","null","null","254","90","null","null","904","null","161","null","601","154","null","null","537","null","172","null","554","null","134","null","63","48","null","null","214","null","88","null","216","89","null","null","59","68","null","null","2","5","null","null","1085","146","null","null","53","46","null","null","40","null","31","null","546","null","133","null","294","88","null","null","152","89","null","null","209","null","85","null","0","null","17","null","0","null","17","null","28","34","null","null","132","71","null","null","49","38","null","null","564","122","null","null","0","null","17","null","0","null","17","null","114","70","null","null","116","90","null","null","334","138","null","null",
"1400000US53057950900","Census Tract 9509, Skagit County, Washington","1393","null","66","null","41","30","null","null","144","62","null","null","594","null","116","null","339","100","null","null","275","null","73","null","237","null","85","null","22","22","null","null","76","null","51","null","89","55","null","null","28","29","null","null","22","25","null","null","674","102","null","null","9","14","null","null","43","null","31","null","376","null","102","null","168","78","null","null","78","41","null","null","191","null","72","null","9","null","14","null","15","null","13","null","52","46","null","null","83","45","null","null","32","33","null","null","291","71","null","null","1","null","4","null","10","null","11","null","77","57","null","null","60","40","null","null","143","64","null","null",
"1400000US53057951000","Census Tract 9510, Skagit County, Washington","1048","null","83","null","31","24","null","null","224","82","null","null","396","null","77","null","276","77","null","null","121","null","53","null","211","null","70","null","17","17","null","null","102","null","57","null","88","53","null","null","4","8","null","null","0","12","null","null","430","77","null","null","7","8","null","null","70","null","49","null","186","null","55","null","99","47","null","null","68","40","null","null","151","null","55","null","7","null","12","null","6","null","10","null","66","37","null","null","62","41","null","null","10","14","null","null","256","66","null","null","0","null","12","null","46","null","39","null","56","33","null","null","111","54","null","null","43","27","null","null",
"1400000US53057951100","Census Tract 9511, Skagit County, Washington","1856","null","161","null","107","49","null","null","539","154","null","null","682","null","172","null","382","111","null","null","146","null","74","null","415","null","123","null","39","34","null","null","235","null","100","null","100","67","null","null","21","27","null","null","20","34","null","null","837","163","null","null","44","30","null","null","180","null","86","null","404","null","136","null","203","91","null","null","6","7","null","null","321","null","93","null","24","null","25","null","40","null","35","null","88","51","null","null","110","51","null","null","59","41","null","null","283","87","null","null","0","null","12","null","84","null","48","null","90","64","null","null","48","33","null","null","61","39","null","null",
"1400000US53057951200","Census Tract 9512, Skagit County, Washington","1127","null","130","null","14","22","null","null","142","71","null","null","426","null","109","null","289","84","null","null","256","null","94","null","217","null","87","null","14","22","null","null","110","null","69","null","83","51","null","null","10","15","null","null","0","12","null","null","476","123","null","null","0","12","null","null","12","null","15","null","242","null","85","null","133","59","null","null","89","56","null","null","143","null","60","null","0","null","12","null","9","null","14","null","27","22","null","null","58","35","null","null","49","49","null","null","291","66","null","null","0","null","12","null","11","null","14","null","74","49","null","null","88","43","null","null","118","68","null","null",
"1400000US53057951300","Census Tract 9513, Skagit County, Washington","729","null","53","null","14","16","null","null","132","62","null","null","300","null","72","null","159","52","null","null","124","null","56","null","221","null","64","null","5","8","null","null","99","null","55","null","56","42","null","null","29","23","null","null","32","36","null","null","268","59","null","null","9","15","null","null","17","null","18","null","141","null","49","null","72","31","null","null","29","22","null","null","122","null","54","null","0","null","12","null","0","null","12","null","74","38","null","null","29","32","null","null","19","19","null","null","118","43","null","null","0","null","12","null","16","null","17","null","29","29","null","null","29","26","null","null","44","36","null","null",
"1400000US53057951400","Census Tract 9514, Skagit County, Washington","1575","null","126","null","29","28","null","null","439","106","null","null","722","null","120","null","191","87","null","null","194","null","77","null","324","null","100","null","20","23","null","null","246","null","88","null","33","39","null","null","20","31","null","null","5","8","null","null","703","122","null","null","9","15","null","null","139","null","63","null","459","null","113","null","64","36","null","null","32","31","null","null","310","null","77","null","0","null","12","null","42","null","52","null","92","55","null","null","71","54","null","null","105","54","null","null","238","61","null","null","0","null","12","null","12","null","20","null","138","64","null","null","36","30","null","null","52","46","null","null",
"1400000US53057951500","Census Tract 9515, Skagit County, Washington","3557","null","213","null","243","98","null","null","948","207","null","null","1465","null","224","null","651","193","null","null","250","null","115","null","945","null","214","null","225","93","null","null","487","null","130","null","216","126","null","null","0","17","null","null","17","27","null","null","1306","212","null","null","0","17","null","null","190","null","93","null","683","null","184","null","343","142","null","null","90","75","null","null","524","null","164","null","0","null","17","null","105","null","79","null","196","111","null","null","159","103","null","null","64","61","null","null","782","142","null","null","18","null","27","null","166","null","105","null","370","119","null","null","149","98","null","null","79","60","null","null",
"1400000US53057951600","Census Tract 9516, Skagit County, Washington","1617","null","89","null","28","27","null","null","490","139","null","null","556","null","129","null","365","96","null","null","178","null","83","null","358","null","100","null","28","27","null","null","191","null","79","null","98","49","null","null","33","30","null","null","8","14","null","null","512","100","null","null","0","12","null","null","76","null","57","null","238","null","72","null","105","53","null","null","93","55","null","null","258","null","109","null","0","null","12","null","61","null","66","null","97","62","null","null","73","60","null","null","27","44","null","null","489","117","null","null","0","null","12","null","162","null","101","null","123","75","null","null","154","72","null","null","50","37","null","null",
"1400000US53057951700","Census Tract 9517, Skagit County, Washington","1323","null","124","null","32","29","null","null","440","103","null","null","386","null","106","null","276","106","null","null","189","null","81","null","499","null","120","null","32","29","null","null","323","null","91","null","71","47","null","null","73","56","null","null","0","12","null","null","305","101","null","null","0","12","null","null","80","null","49","null","124","null","67","null","33","45","null","null","68","55","null","null","188","null","83","null","0","null","12","null","37","null","36","null","53","44","null","null","44","43","null","null","54","34","null","null","331","90","null","null","0","null","12","null","0","null","12","null","138","62","null","null","126","74","null","null","67","56","null","null",
"1400000US53057951800","Census Tract 9518, Skagit County, Washington","1687","null","141","null","125","75","null","null","887","157","null","null","428","null","116","null","110","53","null","null","137","null","72","null","613","null","153","null","71","49","null","null","467","null","143","null","53","60","null","null","0","12","null","null","22","24","null","null","566","134","null","null","17","22","null","null","281","null","121","null","150","null","78","null","75","45","null","null","43","36","null","null","219","null","102","null","28","null","43","null","65","null","54","null","92","68","null","null","0","12","null","null","34","43","null","null","289","94","null","null","9","null","14","null","74","null","60","null","133","83","null","null","35","35","null","null","38","41","null","null",
"1400000US53057951900","Census Tract 9519, Skagit County, Washington","1438","null","98","null","18","20","null","null","281","93","null","null","687","null","101","null","251","77","null","null","201","null","60","null","268","null","91","null","0","12","null","null","195","null","80","null","73","45","null","null","0","12","null","null","0","12","null","null","721","101","null","null","18","20","null","null","32","null","29","null","405","null","81","null","178","76","null","null","88","47","null","null","173","null","83","null","0","null","12","null","35","null","51","null","62","40","null","null","31","26","null","null","45","37","null","null","276","69","null","null","0","null","12","null","19","null","32","null","147","65","null","null","42","37","null","null","68","42","null","null",
"1400000US53057952100","Census Tract 9521, Skagit County, Washington","1333","null","98","null","64","35","null","null","357","76","null","null","396","null","84","null","271","82","null","null","245","null","67","null","363","null","71","null","64","35","null","null","217","null","58","null","47","27","null","null","28","18","null","null","7","11","null","null","498","86","null","null","0","12","null","null","92","null","42","null","219","null","53","null","113","60","null","null","74","39","null","null","200","null","87","null","0","null","12","null","17","null","20","null","77","69","null","null","32","23","null","null","74","47","null","null","272","77","null","null","0","null","12","null","31","null","43","null","53","33","null","null","98","60","null","null","90","52","null","null",
"1400000US53057952200","Census Tract 9522, Skagit County, Washington","1654","null","96","null","201","58","null","null","586","120","null","null","461","null","124","null","298","102","null","null","108","null","88","null","465","null","94","null","156","56","null","null","226","null","69","null","16","18","null","null","59","50","null","null","8","13","null","null","495","114","null","null","45","42","null","null","153","null","64","null","229","null","95","null","68","41","null","null","0","12","null","null","262","null","107","null","0","null","12","null","104","null","80","null","90","46","null","null","40","39","null","null","28","26","null","null","432","117","null","null","0","null","12","null","103","null","77","null","126","61","null","null","131","99","null","null","72","76","null","null",
"1400000US53057952301","Census Tract 9523.01, Skagit County, Washington","1518","null","120","null","55","44","null","null","603","178","null","null","557","null","161","null","268","119","null","null","35","null","42","null","275","null","83","null","27","27","null","null","198","null","76","null","44","61","null","null","0","12","null","null","6","9","null","null","424","141","null","null","0","12","null","null","110","null","67","null","289","null","134","null","25","31","null","null","0","12","null","null","363","null","102","null","17","null","26","null","69","null","52","null","170","75","null","null","101","76","null","null","6","11","null","null","456","151","null","null","11","null","19","null","226","null","151","null","54","45","null","null","142","80","null","null","23","40","null","null",
"1400000US53057952302","Census Tract 9523.02, Skagit County, Washington","3078","null","197","null","189","129","null","null","896","209","null","null","1185","null","198","null","456","121","null","null","352","null","103","null","747","null","186","null","87","54","null","null","551","null","182","null","83","50","null","null","11","18","null","null","15","24","null","null","922","147","null","null","32","34","null","null","86","null","80","null","549","null","133","null","238","81","null","null","17","27","null","null","548","null","185","null","59","null","92","null","101","null","120","null","197","104","null","null","73","64","null","null","118","78","null","null","861","174","null","null","11","null","20","null","158","null","116","null","356","145","null","null","134","65","null","null","202","81","null","null",
"1400000US53057952401","Census Tract 9524.01, Skagit County, Washington","1091","null","108","null","32","37","null","null","398","143","null","null","392","null","147","null","220","118","null","null","49","null","44","null","312","null","104","null","16","26","null","null","261","null","110","null","13","20","null","null","0","12","null","null","22","33","null","null","354","123","null","null","0","12","null","null","100","null","83","null","191","null","99","null","49","42","null","null","14","21","null","null","131","null","76","null","16","null","27","null","29","null","42","null","56","65","null","null","30","38","null","null","0","12","null","null","294","119","null","null","0","null","12","null","8","null","15","null","132","100","null","null","141","99","null","null","13","17","null","null",
"1400000US53057952402","Census Tract 9524.02, Skagit County, Washington","2799","null","166","null","137","79","null","null","916","174","null","null","918","null","180","null","501","136","null","null","327","null","122","null","603","null","142","null","124","76","null","null","405","null","110","null","33","31","null","null","0","17","null","null","41","37","null","null","954","170","null","null","13","21","null","null","308","null","114","null","448","null","130","null","169","77","null","null","16","27","null","null","428","null","191","null","0","null","17","null","109","null","97","null","86","73","null","null","112","70","null","null","121","84","null","null","814","166","null","null","0","null","17","null","94","null","75","null","351","139","null","null","220","111","null","null","149","80","null","null",
"1400000US53057952500","Census Tract 9525, Skagit County, Washington","1051","null","130","null","86","56","null","null","424","118","null","null","418","null","108","null","59","42","null","null","64","null","40","null","400","null","106","null","77","54","null","null","243","null","80","null","29","30","null","null","23","36","null","null","28","25","null","null","330","109","null","null","9","15","null","null","126","null","62","null","174","null","95","null","15","16","null","null","6","10","null","null","74","null","46","null","0","null","12","null","0","null","12","null","34","25","null","null","10","17","null","null","30","31","null","null","247","113","null","null","0","null","12","null","55","null","56","null","181","99","null","null","11","18","null","null","0","12","null","null",
"1400000US53057952600","Census Tract 9526, Skagit County, Washington","1500","null","76","null","40","36","null","null","418","109","null","null","566","null","121","null","354","107","null","null","122","null","55","null","335","null","84","null","19","21","null","null","236","null","91","null","68","47","null","null","8","13","null","null","4","8","null","null","600","104","null","null","0","12","null","null","126","null","71","null","307","null","85","null","118","58","null","null","49","40","null","null","259","null","98","null","0","null","12","null","46","null","42","null","53","42","null","null","124","79","null","null","36","29","null","null","306","66","null","null","21","null","28","null","10","null","15","null","138","72","null","null","104","66","null","null","33","26","null","null",
"1400000US53057952700","Census Tract 9527, Skagit County, Washington","1416","null","78","null","71","46","null","null","224","69","null","null","499","null","86","null","339","85","null","null","283","null","80","null","278","null","83","null","37","39","null","null","180","null","63","null","37","29","null","null","24","22","null","null","0","12","null","null","599","84","null","null","22","15","null","null","29","null","35","null","262","null","49","null","156","57","null","null","130","55","null","null","192","null","59","null","12","null","18","null","0","null","12","null","45","28","null","null","78","37","null","null","57","36","null","null","347","77","null","null","0","null","12","null","15","null","24","null","155","61","null","null","81","41","null","null","96","39","null","null",
"1400000US53057990100","Census Tract 9901, Skagit County, Washington","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US53059950100","Census Tract 9501, Skamania County, Washington","67","null","38","null","0","12","null","null","19","21","null","null","20","null","19","null","7","12","null","null","21","null","29","null","27","null","32","null","0","12","null","null","12","null","18","null","15","21","null","null","0","12","null","null","0","12","null","null","5","7","null","null","0","12","null","null","0","null","12","null","5","null","7","null","0","12","null","null","0","12","null","null","28","null","25","null","0","null","12","null","0","null","12","null","0","12","null","null","7","12","null","null","21","29","null","null","7","7","null","null","0","null","12","null","7","null","7","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US53059950200","Census Tract 9502, Skamania County, Washington","1805","null","81","null","73","43","null","null","344","75","null","null","709","null","97","null","436","79","null","null","243","null","73","null","432","null","92","null","36","27","null","null","222","null","78","null","131","36","null","null","35","31","null","null","8","8","null","null","684","99","null","null","8","13","null","null","76","null","33","null","330","null","83","null","202","57","null","null","68","28","null","null","338","null","106","null","24","null","32","null","27","null","32","null","118","54","null","null","90","42","null","null","79","57","null","null","351","88","null","null","5","null","9","null","19","null","22","null","130","60","null","null","109","61","null","null","88","42","null","null",
"1400000US53059950300","Census Tract 9503, Skamania County, Washington","763","null","89","null","63","33","null","null","237","78","null","null","217","null","47","null","132","35","null","null","114","null","47","null","276","null","64","null","44","26","null","null","152","null","52","null","51","26","null","null","19","15","null","null","10","16","null","null","279","62","null","null","0","12","null","null","72","null","42","null","115","null","36","null","43","25","null","null","49","24","null","null","101","null","40","null","11","null","16","null","0","null","12","null","36","27","null","null","30","18","null","null","24","26","null","null","107","37","null","null","8","null","10","null","13","null","15","null","15","10","null","null","40","23","null","null","31","25","null","null",
"1400000US53059950400","Census Tract 9504, Skamania County, Washington","829","null","105","null","13","14","null","null","162","66","null","null","308","null","74","null","266","58","null","null","80","null","40","null","169","null","69","null","13","14","null","null","114","null","60","null","36","34","null","null","5","7","null","null","1","3","null","null","364","83","null","null","0","12","null","null","30","null","24","null","180","null","59","null","130","47","null","null","24","20","null","null","100","null","49","null","0","null","12","null","11","null","14","null","40","34","null","null","41","31","null","null","8","10","null","null","196","64","null","null","0","null","12","null","7","null","8","null","52","30","null","null","90","43","null","null","47","32","null","null",
"1400000US53059950500","Census Tract 9505, Skamania County, Washington","988","null","84","null","43","33","null","null","298","93","null","null","393","null","77","null","137","66","null","null","117","null","62","null","334","null","85","null","20","21","null","null","140","null","66","null","139","61","null","null","18","28","null","null","17","28","null","null","390","94","null","null","23","24","null","null","111","null","67","null","180","null","67","null","54","44","null","null","22","24","null","null","119","null","60","null","0","null","12","null","20","null","24","null","7","11","null","null","47","42","null","null","45","40","null","null","145","52","null","null","0","null","12","null","27","null","28","null","67","42","null","null","18","19","null","null","33","29","null","null",
"1400000US53061040100","Census Tract 401, Snohomish County, Washington","1673","null","82","null","77","45","null","null","491","101","null","null","728","null","101","null","286","78","null","null","91","null","44","null","570","null","100","null","66","44","null","null","380","null","89","null","97","51","null","null","19","22","null","null","8","13","null","null","557","94","null","null","11","16","null","null","102","null","61","null","289","null","79","null","144","55","null","null","11","18","null","null","248","null","77","null","0","null","12","null","0","null","12","null","140","67","null","null","61","41","null","null","47","33","null","null","298","62","null","null","0","null","12","null","9","null","13","null","202","49","null","null","62","34","null","null","25","25","null","null",
"1400000US53061040200","Census Tract 402, Snohomish County, Washington","2527","null","167","null","719","174","null","null","1055","193","null","null","558","null","153","null","161","93","null","null","34","null","27","null","1181","null","201","null","477","134","null","null","502","null","130","null","155","115","null","null","47","44","null","null","0","17","null","null","574","170","null","null","180","91","null","null","254","null","127","null","115","null","53","null","12","20","null","null","13","21","null","null","330","null","128","null","62","null","65","null","146","null","95","null","77","52","null","null","45","44","null","null","0","17","null","null","442","142","null","null","0","null","17","null","153","null","91","null","211","99","null","null","57","65","null","null","21","32","null","null",
"1400000US53061040300","Census Tract 403, Snohomish County, Washington","1188","null","100","null","230","93","null","null","388","102","null","null","377","null","102","null","120","55","null","null","73","null","46","null","504","null","119","null","198","86","null","null","180","null","76","null","126","78","null","null","0","12","null","null","0","12","null","null","228","73","null","null","13","18","null","null","78","null","46","null","93","null","57","null","36","27","null","null","8","14","null","null","258","null","82","null","0","null","12","null","81","null","57","null","114","54","null","null","41","36","null","null","22","26","null","null","198","62","null","null","19","null","23","null","49","null","48","null","44","35","null","null","43","32","null","null","43","31","null","null",
"1400000US53061040400","Census Tract 404, Snohomish County, Washington","1761","null","115","null","224","88","null","null","740","143","null","null","610","null","132","null","152","69","null","null","35","null","28","null","749","null","139","null","171","76","null","null","473","null","119","null","93","54","null","null","0","12","null","null","12","18","null","null","590","122","null","null","43","38","null","null","184","null","80","null","280","null","87","null","67","57","null","null","16","18","null","null","288","null","110","null","10","null","16","null","55","null","42","null","180","97","null","null","36","28","null","null","7","11","null","null","134","62","null","null","0","null","12","null","28","null","19","null","57","44","null","null","49","41","null","null","0","12","null","null",
"1400000US53061040500","Census Tract 405, Snohomish County, Washington","850","null","68","null","27","20","null","null","282","79","null","null","381","null","79","null","115","42","null","null","45","null","29","null","216","null","61","null","27","20","null","null","109","null","32","null","52","48","null","null","28","22","null","null","0","12","null","null","268","66","null","null","0","12","null","null","104","null","54","null","148","null","44","null","13","11","null","null","3","4","null","null","160","null","55","null","0","null","12","null","49","null","41","null","48","27","null","null","42","25","null","null","21","19","null","null","206","62","null","null","0","null","12","null","20","null","28","null","133","52","null","null","32","24","null","null","21","21","null","null",
"1400000US53061040700","Census Tract 407, Snohomish County, Washington","1862","null","135","null","539","110","null","null","825","138","null","null","326","null","91","null","131","55","null","null","41","null","49","null","1138","null","131","null","515","108","null","null","580","null","113","null","36","34","null","null","7","11","null","null","0","12","null","null","420","96","null","null","24","22","null","null","140","null","66","null","131","null","55","null","84","46","null","null","41","49","null","null","156","null","72","null","0","null","12","null","46","null","39","null","74","51","null","null","36","39","null","null","0","12","null","null","148","73","null","null","0","null","12","null","59","null","54","null","85","56","null","null","4","6","null","null","0","12","null","null",
"1400000US53061040800","Census Tract 408, Snohomish County, Washington","1235","null","76","null","177","78","null","null","604","129","null","null","303","null","102","null","141","80","null","null","10","null","18","null","627","null","113","null","141","75","null","null","450","null","109","null","36","35","null","null","0","12","null","null","0","12","null","null","292","91","null","null","10","15","null","null","35","null","28","null","179","null","82","null","58","43","null","null","10","18","null","null","233","null","96","null","8","null","13","null","87","null","67","null","66","42","null","null","72","68","null","null","0","12","null","null","83","38","null","null","18","null","21","null","32","null","29","null","22","25","null","null","11","15","null","null","0","12","null","null",
"1400000US53061040900","Census Tract 409, Snohomish County, Washington","1183","null","84","null","90","51","null","null","404","116","null","null","349","null","96","null","279","73","null","null","61","null","44","null","402","null","96","null","42","37","null","null","319","null","108","null","34","32","null","null","7","13","null","null","0","12","null","null","519","87","null","null","33","29","null","null","76","null","37","null","218","null","78","null","183","63","null","null","9","15","null","null","65","null","31","null","8","null","13","null","0","null","12","null","22","18","null","null","26","23","null","null","9","13","null","null","197","34","null","null","7","null","11","null","9","null","14","null","75","37","null","null","63","37","null","null","43","38","null","null",
"1400000US53061041000","Census Tract 410, Snohomish County, Washington","2461","null","146","null","274","102","null","null","1018","203","null","null","666","null","193","null","275","127","null","null","228","null","116","null","960","null","205","null","191","76","null","null","627","null","195","null","100","82","null","null","42","70","null","null","0","17","null","null","855","163","null","null","83","66","null","null","229","null","113","null","350","null","132","null","114","60","null","null","79","78","null","null","299","null","144","null","0","null","17","null","111","null","97","null","90","61","null","null","86","74","null","null","12","19","null","null","347","98","null","null","0","null","17","null","51","null","47","null","126","98","null","null","33","39","null","null","137","91","null","null",
"1400000US53061041100","Census Tract 411, Snohomish County, Washington","1883","null","104","null","152","96","null","null","693","144","null","null","639","null","137","null","274","97","null","null","125","null","70","null","727","null","159","null","96","73","null","null","474","null","135","null","63","60","null","null","65","60","null","null","29","46","null","null","525","136","null","null","11","17","null","null","125","null","61","null","306","null","111","null","46","31","null","null","37","29","null","null","264","null","104","null","45","null","58","null","51","null","41","null","67","53","null","null","86","50","null","null","15","17","null","null","367","87","null","null","0","null","12","null","43","null","29","null","203","84","null","null","77","43","null","null","44","35","null","null",
